Top pages,Clicks,Impressions,CTR,Position
https://sportscardsnearme.ca/ontario/cornwall/,0,27,0%,8.37
https://sportscardsnearme.ca/pokemon/cornwall/,0,27,0%,8.67
https://sportscardsnearme.ca/store/premium-sports-cards-london/,0,27,0%,9.33
https://sportscardsnearme.ca/store/heroes-n-legends-hamilton/,0,27,0%,14.48
https://sportscardsnearme.ca/sell/peterborough/,0,26,0%,6.31
https://sportscardsnearme.ca/store/dbsport-collectibles-toronto/,0,26,0%,6.42
https://sportscardsnearme.ca/store/ultimate-fan-zone-moose-jaw/,0,26,0%,7.12
https://sportscardsnearme.ca/pokemon/alliston-new-tecumseth/,0,26,0%,7.38
https://sportscardsnearme.ca/alberta/cold-lake/,0,26,0%,7.88
https://sportscardsnearme.ca/sell/regina/,0,26,0%,8.04
https://sportscardsnearme.ca/alberta/spruce-grove/,0,26,0%,9.73
https://sportscardsnearme.ca/store/warhammer-london/,0,26,0%,13.54
https://sportscardsnearme.ca/store/booster-house-kingston/,0,26,0%,15.5
https://sportscardsnearme.ca/store/pabi-s-collectibles-pabi-s-hobbies-collectibles-miramichi/,0,25,0%,7.56
https://sportscardsnearme.ca/prince-edward-island/summerside/,0,25,0%,7.68
https://sportscardsnearme.ca/store/holmestead-sports-cards-collectibles-red-deer/,0,25,0%,8.4
https://sportscardsnearme.ca/store/i-want-that-stuff-brandon/,0,25,0%,9
https://sportscardsnearme.ca/store/collect-em-all-cards-and-games-thunder-bay/,0,25,0%,9.32
https://sportscardsnearme.ca/store/ultime-sports-collection-laval/,0,25,0%,14.04
https://sportscardsnearme.ca/quebec/drummondville/,0,24,0%,8.21
https://sportscardsnearme.ca/shows/saskatchewan-card-collector-experience-saskatoon-2026-09-26/,0,24,0%,11.38
https://sportscardsnearme.ca/store/l-imaginaire-pointe-claire-pointe-claire/,0,24,0%,12.38
https://sportscardsnearme.ca/british-columbia/richmond/,0,24,0%,15.62
https://sportscardsnearme.ca/pokemon/,0,24,0%,16.12
https://sportscardsnearme.ca/store/game-time-collectibles-mississauga/,0,24,0%,24.88
https://sportscardsnearme.ca/store/between-2-games-saint-amable/,0,23,0%,7.65
https://sportscardsnearme.ca/store/le-foyer-du-video-maniwaki/,0,23,0%,8.83
https://sportscardsnearme.ca/guides/your-first-card-show/,0,23,0%,9.83
https://sportscardsnearme.ca/store/premier-sportscards-banff/,0,23,0%,11.13
https://sportscardsnearme.ca/store/wayne-s-sports-cards-and-collectibles-edmonton/,0,23,0%,11.52
https://sportscardsnearme.ca/store/pastime-sports-games-metrotown-burnaby/,0,22,0%,8.14
https://sportscardsnearme.ca/store/galactic-trading-post-fort-mcmurray/,0,22,0%,8.32
https://sportscardsnearme.ca/store/the-cards-vault-lachine-montreal/,0,22,0%,8.41
https://sportscardsnearme.ca/store/all-in-hobby-sports-brossard/,0,22,0%,8.45
https://sportscardsnearme.ca/store/springer-hobbies-markham/,0,22,0%,8.68
https://sportscardsnearme.ca/store/all-in-sports-den-fort-mcmurray/,0,22,0%,8.82
https://sportscardsnearme.ca/store/the-fort-gaming-collectibles-board-games-card-fort-saskatchewan/,0,22,0%,8.82
https://sportscardsnearme.ca/store/cardbreaknl-mount-pearl/,0,22,0%,9.68
https://sportscardsnearme.ca/store/kingdom-of-titans-chicoutimi-saguenay/,0,22,0%,10.27
https://sportscardsnearme.ca/store/border-city-games-lloydminster/,0,22,0%,13
https://sportscardsnearme.ca/store/taps-games-edmonton/,0,22,0%,29.36
https://sportscardsnearme.ca/store/rose-city-sports-n-collectables-windsor/,0,21,0%,6.57
https://sportscardsnearme.ca/store/prospects-antiques-sports-cards-gravenhurst/,0,21,0%,6.62
https://sportscardsnearme.ca/store/gamers-emporium-london/,0,21,0%,7.95
https://sportscardsnearme.ca/store/wally-s-pro-sports-cards-vancouver/,0,21,0%,8.1
https://sportscardsnearme.ca/store/cartes-sportives-rive-sud-sainte-catherine/,0,21,0%,8.48
https://sportscardsnearme.ca/store/rival-cards-ajax/,0,21,0%,9.52
https://sportscardsnearme.ca/british-columbia/chilliwack/,0,21,0%,9.9
https://sportscardsnearme.ca/store/penticton-sports-cards-collectables-penticton/,0,21,0%,10.29
https://sportscardsnearme.ca/store/brimstone-games-windsor/,0,21,0%,13.48
https://sportscardsnearme.ca/store/infinity-cards-collectibles-aldergrove/,0,21,0%,13.71
https://sportscardsnearme.ca/store/top-shelf-co-oakville/,0,21,0%,14.33
https://sportscardsnearme.ca/shows/capital-trade-shows-pokemon-show-ottawa-2027-02-28/,0,21,0%,15.19
https://sportscardsnearme.ca/store/amg-collectibles-bedford-halifax/,0,21,0%,15.86
https://sportscardsnearme.ca/store/triple-play-sports-cards-victoria/,0,21,0%,18.57
https://sportscardsnearme.ca/store/cancentral-sports-cards-memorabilia-winnipeg/,0,21,0%,20.33
https://sportscardsnearme.ca/store/omg-games-barrie/,0,21,0%,56.81
https://sportscardsnearme.ca/sell/kingston/,0,20,0%,6.05
https://sportscardsnearme.ca/nova-scotia/new-glasgow/,0,20,0%,7.55
https://sportscardsnearme.ca/store/cardchasers-les-collectionneurs-cardchasers-laval/,0,20,0%,7.9
https://sportscardsnearme.ca/store/pvp-shoppe-markham/,0,20,0%,8.15
https://sportscardsnearme.ca/ontario/stratford/,0,20,0%,8.55
https://sportscardsnearme.ca/pokemon/owen-sound/,0,20,0%,8.85
https://sportscardsnearme.ca/store/comfy-hobbies-markham/,0,20,0%,9
https://sportscardsnearme.ca/store/common-box-games-edmonton/,0,20,0%,9.3
https://sportscardsnearme.ca/quebec/quebec/,0,20,0%,10
https://sportscardsnearme.ca/british-columbia/north-vancouver/,0,20,0%,13.8
https://sportscardsnearme.ca/store/game-breakers-sports-cards-collectibles-ottawa/,0,20,0%,22.75
https://sportscardsnearme.ca/store/lower-level-sports-cards-collectibles-winnipeg/,0,20,0%,39.15
https://sportscardsnearme.ca/store/power-up-gaming-barrie/,0,20,0%,40.45
https://sportscardsnearme.ca/store/obsidian-games-vernon/,0,20,0%,61.9
https://sportscardsnearme.ca/store/carsncards-com-ottawa/,0,19,0%,6
https://sportscardsnearme.ca/store/the-cardboard-casket-medicine-hat/,0,19,0%,6.68
https://sportscardsnearme.ca/store/kanto-poke-mart-chilliwack/,0,19,0%,7.11
https://sportscardsnearme.ca/store/universe-collectibles-vaudreuil-dorion/,0,19,0%,7.11
https://sportscardsnearme.ca/store/shikdar-trading-inc-ottawa/,0,19,0%,7.74
https://sportscardsnearme.ca/store/light-the-lamp-sports-cards-sydney/,0,19,0%,7.95
https://sportscardsnearme.ca/sell/kitchener/,0,19,0%,8.58
https://sportscardsnearme.ca/store/the-dragon-s-lair-unleashed-hamilton/,0,19,0%,8.84
https://sportscardsnearme.ca/store/danireon-cards-games-ottawa/,0,19,0%,9.16
https://sportscardsnearme.ca/guides/are-old-hockey-cards-worth-anything/,0,19,0%,10.05
https://sportscardsnearme.ca/store/entertainment-centre-st-john-s/,0,19,0%,10.21
https://sportscardsnearme.ca/store/sports-card-alley-nanaimo/,0,19,0%,10.68
https://sportscardsnearme.ca/pokemon/lloydminster/,0,19,0%,11.21
https://sportscardsnearme.ca/store/l-imaginaire-trois-rivieres-trois-rivieres/,0,19,0%,17.37
https://sportscardsnearme.ca/store/addictive-hobbies-games-oshawa/,0,19,0%,43.63
https://sportscardsnearme.ca/store/lakeland-sports-cards-bonnyville/,0,18,0%,5
https://sportscardsnearme.ca/store/esper-cards-games-toronto/,0,18,0%,7.94
https://sportscardsnearme.ca/store/flaring-lair-richmond-hill/,0,18,0%,8.39
https://sportscardsnearme.ca/store/horizon-diecast-markham/,0,18,0%,8.67
https://sportscardsnearme.ca/quebec/beloeil/,0,18,0%,8.78
https://sportscardsnearme.ca/store/mintink-trading-cards-live-experience-vaughan/,0,18,0%,10.06
https://sportscardsnearme.ca/store/pirates-cove-collectibles-ltd-lethbridge/,0,18,0%,11.56
https://sportscardsnearme.ca/store/dolly-s-toys-games-toronto-toronto/,0,18,0%,12.33
https://sportscardsnearme.ca/store/l-imaginaire-quebec-quebec-ste-foy/,0,18,0%,12.5
https://sportscardsnearme.ca/pokemon/markham/,0,18,0%,16.11
https://sportscardsnearme.ca/store/arcardia-collectibles-exchange-richmond/,0,18,0%,16.72
https://sportscardsnearme.ca/store/panda-hobby-canada-s-largest-gundam-store-markham/,0,18,0%,20.33
https://sportscardsnearme.ca/store/waypoint-games-hamilton/,0,17,0%,6.82
https://sportscardsnearme.ca/sell/chilliwack/,0,17,0%,6.88
https://sportscardsnearme.ca/alberta/slave-lake/,0,17,0%,7.12
https://sportscardsnearme.ca/store/l-arene-des-dieux-quebec/,0,17,0%,7.41
https://sportscardsnearme.ca/store/hobby-et-collection-tpm-quebec/,0,17,0%,7.82
https://sportscardsnearme.ca/store/gamer-s-spot-trois-rivieres/,0,17,0%,9.06
https://sportscardsnearme.ca/store/the-trading-post-guelph/,0,17,0%,9.41
https://sportscardsnearme.ca/ontario/burlington/,0,17,0%,9.59
https://sportscardsnearme.ca/ontario/niagara-falls/,0,17,0%,10
https://sportscardsnearme.ca/alberta/sherwood-park/,0,17,0%,10.47
https://sportscardsnearme.ca/store/not-a-hobby-shop-goose-guzzu-mart-markham/,0,17,0%,10.76
https://sportscardsnearme.ca/store/game-3-tcg-hobby-oakville/,0,17,0%,41.12
https://sportscardsnearme.ca/sell/vegreville/,0,16,0%,7.62
https://sportscardsnearme.ca/quebec/saint-eustache/,0,16,0%,7.69
https://sportscardsnearme.ca/store/warp-zone-gaming-mississauga/,0,16,0%,8
https://sportscardsnearme.ca/store/anime-hypercubed-camrose/,0,16,0%,8.19
https://sportscardsnearme.ca/store/sino-hobby-markham-markham/,0,16,0%,8.31
https://sportscardsnearme.ca/pokemon/richmond-hill/,0,16,0%,8.62
https://sportscardsnearme.ca/store/bootown-s-games-and-hobbies-stratford/,0,16,0%,9.06
https://sportscardsnearme.ca/ontario/blenheim-chatham-kent/,0,16,0%,9.38
https://sportscardsnearme.ca/pokemon/lindsay-kawartha-lakes/,0,16,0%,9.5
https://sportscardsnearme.ca/quebec/candiac/,0,16,0%,9.69
https://sportscardsnearme.ca/store/slab-sharks-sports-cards-collectibles-consignment-mississauga/,0,16,0%,9.81
https://sportscardsnearme.ca/nova-scotia/bedford-halifax/,0,16,0%,13.56
https://sportscardsnearme.ca/ontario/whitby/,0,16,0%,20.06
https://sportscardsnearme.ca/sell/richmond/,0,16,0%,25.88
https://sportscardsnearme.ca/store/dice-hollow-games-and-hobbies-warman/,0,15,0%,7.33
https://sportscardsnearme.ca/ontario/gravenhurst/,0,15,0%,7.47
https://sportscardsnearme.ca/sell/burnaby/,0,15,0%,7.87
https://sportscardsnearme.ca/store/collectors-corner-maple-ridge/,0,15,0%,8
https://sportscardsnearme.ca/store/hyper-games-chamber-slave-lake/,0,15,0%,9.07
https://sportscardsnearme.ca/store/paradise-games-and-customs-spruce-grove/,0,15,0%,9.53
https://sportscardsnearme.ca/store/nerdvana-cards-games-markham/,0,15,0%,10.07
https://sportscardsnearme.ca/store/red-dragon-comics-cards-games-ottawa/,0,15,0%,11.73
https://sportscardsnearme.ca/store/black-rose-hobbies-toronto/,0,15,0%,12.6
https://sportscardsnearme.ca/store/wizard-s-loft-red-deer/,0,15,0%,12.6
https://sportscardsnearme.ca/store/807-cards-collectibles-thunder-bay/,0,15,0%,13.53
https://sportscardsnearme.ca/store/cartes-de-sport-check-swing-brossard/,0,15,0%,14.67
https://sportscardsnearme.ca/store/wonderland-games-grande-prairie/,0,15,0%,20.13
https://sportscardsnearme.ca/quebec/sainte-therese/,0,14,0%,5
https://sportscardsnearme.ca/store/the-card-palace-montreal/,0,14,0%,5
https://sportscardsnearme.ca/ontario/thunder-bay/,0,14,0%,6.86
https://sportscardsnearme.ca/store/bocado-la-sarre/,0,14,0%,7.57
https://sportscardsnearme.ca/ontario/north-bay/,0,14,0%,7.79
https://sportscardsnearme.ca/sell/surrey/,0,14,0%,7.79
https://sportscardsnearme.ca/quebec/vaudreuil-dorion/,0,14,0%,8.5
https://sportscardsnearme.ca/store/doe-s-cards-brampton/,0,14,0%,8.5
https://sportscardsnearme.ca/store/401-games-vaughan-vaughan/,0,14,0%,9.21
https://sportscardsnearme.ca/british-columbia/langley/,0,14,0%,9.64
https://sportscardsnearme.ca/store/wax-box-club-vaughan/,0,14,0%,9.79
https://sportscardsnearme.ca/store/wiser-s-wide-world-of-collectibles-langley/,0,14,0%,9.93
https://sportscardsnearme.ca/store/les-mordus-de-la-carte-topdeck-hero-joliette-joliette/,0,14,0%,10.07
https://sportscardsnearme.ca/store/the-nut-man-cards-collectables-regina/,0,14,0%,10.14
https://sportscardsnearme.ca/store/atlas-collectables-waterloo/,0,14,0%,10.36
https://sportscardsnearme.ca/store/nostalgia-warehouse-ottawa/,0,14,0%,11.64
https://sportscardsnearme.ca/store/deck-out-gaming-oshawa/,0,14,0%,13.36
https://sportscardsnearme.ca/store/manitobatcg-winnipeg/,0,14,0%,13.86
https://sportscardsnearme.ca/store/the-hobby-centre-ottawa/,0,14,0%,31.14
https://sportscardsnearme.ca/store/collectors-books-cards-calgary/,0,14,0%,48.5
https://sportscardsnearme.ca/store/450-sports-blainville/,0,13,0%,6.23
https://sportscardsnearme.ca/store/breakaway-sports-cards-hamilton/,0,13,0%,7.23
https://sportscardsnearme.ca/ontario/alliston-new-tecumseth/,0,13,0%,7.46
https://sportscardsnearme.ca/store/hockey-central-sports-memorabilia-inc-sylvan-lake/,0,13,0%,8.85
https://sportscardsnearme.ca/pokemon/laval/,0,13,0%,8.92
https://sportscardsnearme.ca/store/collectionick-mirabel/,0,13,0%,9
https://sportscardsnearme.ca/store/tko-toy-co-guelph/,0,13,0%,9
https://sportscardsnearme.ca/store/box-of-cards-sports-cards-aurora/,0,13,0%,9.15
https://sportscardsnearme.ca/ontario/guelph/,0,13,0%,9.23
https://sportscardsnearme.ca/pokemon/fort-mcmurray/,0,13,0%,9.31
https://sportscardsnearme.ca/store/first-row-collectibles-winnipeg/,0,13,0%,9.62
https://sportscardsnearme.ca/ontario/chatham-chatham-kent/,0,13,0%,10.15
https://sportscardsnearme.ca/store/books-galore-coldbrook/,0,13,0%,10.15
https://sportscardsnearme.ca/store/hobby-o-max-trois-rivieres/,0,13,0%,11.15
https://sportscardsnearme.ca/store/chumleighs-kingston/,0,13,0%,11.77
https://sportscardsnearme.ca/store/the-vault-sports-cards-and-collectables-lethbridge/,0,13,0%,13.77
https://sportscardsnearme.ca/store/the-game-hub-kamloops/,0,13,0%,13.85
https://sportscardsnearme.ca/british-columbia/nanaimo/,0,13,0%,16.08
https://sportscardsnearme.ca/store/downtown-cards-charlottetown/,0,13,0%,16.46
https://sportscardsnearme.ca/nova-scotia/halifax/,0,13,0%,23.77
https://sportscardsnearme.ca/store/pokemon-tcg-store-barrie/,0,13,0%,53.23
https://sportscardsnearme.ca/store/k-b-hobbies-and-games-vernon/,0,13,0%,53.31
https://sportscardsnearme.ca/store/new-realm-games-vaughan/,0,12,0%,6.08
https://sportscardsnearme.ca/store/aces-cool-collectibles-north-bay/,0,12,0%,6.58
https://sportscardsnearme.ca/store/dad-s-day-off-games-hobbies-ddogames-blackfalds/,0,12,0%,6.92
https://sportscardsnearme.ca/store/djs-sportscards-comics-collectibles-red-deer/,0,12,0%,7.42
https://sportscardsnearme.ca/store/flawless-victory-prince-albert/,0,12,0%,7.42
https://sportscardsnearme.ca/sell/waterloo/,0,12,0%,7.58
https://sportscardsnearme.ca/store/hobbybox604-north-vancouver/,0,12,0%,8.17
https://sportscardsnearme.ca/store/okanagan-sportscards-comics-kelowna/,0,12,0%,8.42
https://sportscardsnearme.ca/sell/brampton/,0,12,0%,8.92
https://sportscardsnearme.ca/shows/capital-trade-shows-card-comic-show-ottawa-2027-09-11/,0,12,0%,9
https://sportscardsnearme.ca/store/manta-trading-markham/,0,12,0%,9
https://sportscardsnearme.ca/store/savage-cards-piedmont-saint-sauveur/,0,12,0%,9.25
https://sportscardsnearme.ca/pokemon/balzac-rocky-view-county/,0,12,0%,9.33
https://sportscardsnearme.ca/store/gamesland-canada-edmonton/,0,12,0%,9.42
https://sportscardsnearme.ca/store/masterset-co-markham/,0,12,0%,9.58
https://sportscardsnearme.ca/store/nexpack-collectibles-trading-card-shop-markham/,0,12,0%,10.42
https://sportscardsnearme.ca/store/sunny-hobbies-toronto/,0,12,0%,10.58
https://sportscardsnearme.ca/store/video-time-barrie/,0,12,0%,10.58
https://sportscardsnearme.ca/store/microplay-video-games-collectibles-guelph/,0,12,0%,10.83
https://sportscardsnearme.ca/store/djk-entertainment-toronto/,0,12,0%,11.08
https://sportscardsnearme.ca/guides/card-grading-101/,0,12,0%,12.5
https://sportscardsnearme.ca/ontario/waterloo/,0,12,0%,13
https://sportscardsnearme.ca/store/tpm-hobby-et-collection-quebec/,0,12,0%,13.83
https://sportscardsnearme.ca/store/306-sports-cards-saskatoon/,0,12,0%,13.92
https://sportscardsnearme.ca/store/house-of-cards-abbotsford-abbotsford/,0,12,0%,20
https://sportscardsnearme.ca/store/maple-leaf-sports-calgary/,0,12,0%,40.75
https://sportscardsnearme.ca/store/ebenezer-s-comics-collectibles-vernon/,0,12,0%,51.42
https://sportscardsnearme.ca/store/modern-tcg-rouyn-noranda/,0,11,0%,4.27
https://sportscardsnearme.ca/store/cardera-collectibles-balzac-rocky-view-county/,0,11,0%,5.55
https://sportscardsnearme.ca/sell/niagara-falls/,0,11,0%,6.36
https://sportscardsnearme.ca/quebec/blainville/,0,11,0%,6.91
https://sportscardsnearme.ca/store/card-brawlers-montreal/,0,11,0%,6.91
https://sportscardsnearme.ca/store/playdexk-markham/,0,11,0%,7.09
https://sportscardsnearme.ca/pokemon/mcmasterville/,0,11,0%,7.36
https://sportscardsnearme.ca/store/bingham-s-sports-cards-lethbridge/,0,11,0%,7.45
https://sportscardsnearme.ca/store/sports-cards-plus-collectibles-thunder-bay/,0,11,0%,7.55
https://sportscardsnearme.ca/store/local-comic-shop-windsor/,0,11,0%,7.64
https://sportscardsnearme.ca/store/minty-fresh-collectibles-ottawa/,0,11,0%,8.09
https://sportscardsnearme.ca/store/k-os-collectibles-inc-markham/,0,11,0%,8.82
https://sportscardsnearme.ca/ontario/port-perry/,0,11,0%,9
https://sportscardsnearme.ca/store/ubecard-vancouver/,0,11,0%,9
https://sportscardsnearme.ca/quebec/saint-hubert-longueuil/,0,11,0%,9.27
https://sportscardsnearme.ca/store/house-of-cards-cloverdale-surrey/,0,11,0%,9.27
https://sportscardsnearme.ca/store/board-game-bliss-richmond-hill/,0,11,0%,9.45
https://sportscardsnearme.ca/store/snap-collectables-airdrie/,0,11,0%,10.36
https://sportscardsnearme.ca/british-columbia/kelowna/,0,11,0%,10.82
https://sportscardsnearme.ca/store/aj-sports-autographed-memorabilia-toronto/,0,11,0%,13.64
https://sportscardsnearme.ca/store/rawscoe-s-sport-collectibles-peterborough/,0,11,0%,13.64
https://sportscardsnearme.ca/store/l-imaginaire-laval-laval/,0,11,0%,14.36
https://sportscardsnearme.ca/store/the-upper-hand-mississauga/,0,11,0%,20.73
https://sportscardsnearme.ca/store/face-to-face-games-toronto/,0,11,0%,40.09
https://sportscardsnearme.ca/store/nak-gaming-online-order-pickup-only-mississauga/,0,10,0%,3.9
https://sportscardsnearme.ca/store/orchard-city-games-wainwright-wainwright/,0,10,0%,6.2
https://sportscardsnearme.ca/store/retro-boyz-collectibles-vaughan/,0,10,0%,6.7
https://sportscardsnearme.ca/store/castle-vania-sports-cards-miramichi/,0,10,0%,6.9
https://sportscardsnearme.ca/store/cangeek-games-and-collectibles-toronto/,0,10,0%,7.2
https://sportscardsnearme.ca/store/418-sports-quebec-charlesbourg/,0,10,0%,7.7
https://sportscardsnearme.ca/sell/vaughan/,0,10,0%,7.8
https://sportscardsnearme.ca/pokemon/port-alberni/,0,10,0%,7.9
https://sportscardsnearme.ca/store/breakers-choice-burlington/,0,10,0%,8.1
https://sportscardsnearme.ca/store/les-cartes-sportives-m-c-saint-eustache/,0,10,0%,8.5
https://sportscardsnearme.ca/store/collect-edition-candiac/,0,10,0%,8.9
https://sportscardsnearme.ca/store/doug-laurie-sports-barrie/,0,10,0%,9.1
https://sportscardsnearme.ca/store/the-rad-zone-sault-ste-marie/,0,10,0%,9.3
https://sportscardsnearme.ca/store/soar-hobby-more-windsor/,0,10,0%,9.7
https://sportscardsnearme.ca/store/sequence-comics-and-gaming-brockville/,0,10,0%,10.4
https://sportscardsnearme.ca/ontario/orillia/,0,10,0%,10.6
https://sportscardsnearme.ca/store/cedar-creek-hobbies-windsor/,0,10,0%,11.4
https://sportscardsnearme.ca/store/cards-and-coasters-orillia/,0,10,0%,13.6
https://sportscardsnearme.ca/store/brodie-s-gaming-guelph/,0,10,0%,15
https://sportscardsnearme.ca/pokemon/paris/,0,10,0%,17
https://sportscardsnearme.ca/store/great-canadian-games-hobbies-greater-sudbury/,0,10,0%,23.5
https://sportscardsnearme.ca/store/the-cg-realm-windsor/,0,10,0%,25.9
https://sportscardsnearme.ca/store/skyfox-games-oshawa/,0,10,0%,26.9
https://sportscardsnearme.ca/store/comic-alley-toys-oshawa/,0,10,0%,42.4
https://sportscardsnearme.ca/store/boutique-sportive-alexcardz-victoriaville/,0,9,0%,6
https://sportscardsnearme.ca/store/fine-toys-store-markham/,0,9,0%,6.44
https://sportscardsnearme.ca/pokemon/saint-bruno-de-montarville/,0,9,0%,6.67
https://sportscardsnearme.ca/quebec/saint-jean-sur-richelieu/,0,9,0%,6.78
https://sportscardsnearme.ca/store/wandering-adventures-vaughan/,0,9,0%,6.78
https://sportscardsnearme.ca/store/icons-and-heroes-edmonton/,0,9,0%,7
https://sportscardsnearme.ca/store/holler-collectibles-camrose/,0,9,0%,7.33
https://sportscardsnearme.ca/store/the-data-base-camrose-camrose/,0,9,0%,7.89
https://sportscardsnearme.ca/store/froggers-house-of-cards-and-autograph-gallery-edmonton/,0,9,0%,8.11
https://sportscardsnearme.ca/store/olympic-sports-cards-and-games-calgary/,0,9,0%,8.44
https://sportscardsnearme.ca/ontario/bolton/,0,9,0%,8.67
https://sportscardsnearme.ca/store/tillsonburg-s-hobby-central-tillsonburg/,0,9,0%,8.67
https://sportscardsnearme.ca/store/overtime-sports-cards-grading-balzac/,0,9,0%,8.89
https://sportscardsnearme.ca/store/arkane-angel-cold-lake/,0,9,0%,9.11
https://sportscardsnearme.ca/store/librairie-crossover-comics-montreal/,0,9,0%,10
https://sportscardsnearme.ca/pokemon/grande-prairie/,0,9,0%,10.11
https://sportscardsnearme.ca/store/achetons-vendons-riviere-du-loup/,0,9,0%,10.33
https://sportscardsnearme.ca/pokemon/joliette/,0,9,0%,11.11
https://sportscardsnearme.ca/store/up-north-games-huntsville/,0,9,0%,11.33
https://sportscardsnearme.ca/store/cardboard-hero-oshawa/,0,9,0%,11.67
https://sportscardsnearme.ca/store/zone-collection-rive-sud-longueuil/,0,9,0%,13.22
https://sportscardsnearme.ca/store/mypops-ca-markham-toys-funko-tcg-markham/,0,9,0%,13.33
https://sportscardsnearme.ca/store/pokemon-tcg-supply-ottawa/,0,9,0%,16.44
https://sportscardsnearme.ca/store/great-white-toys-comics-games-prince-george/,0,9,0%,18.56
https://sportscardsnearme.ca/shows/capital-trade-shows-card-comic-show-ottawa-2027-10-31/,0,9,0%,18.78
https://sportscardsnearme.ca/shows/capital-trade-shows-card-comic-show-ottawa-2026-11-01/,0,9,0%,35.33
https://sportscardsnearme.ca/shows/capital-trade-shows-card-comic-show-ottawa-2026-10-11/,0,8,0%,3.62
https://sportscardsnearme.ca/store/buying-sports-cards-comics-ottawa/,0,8,0%,5.5
https://sportscardsnearme.ca/sell/st-thomas/,0,8,0%,6.12
https://sportscardsnearme.ca/store/boutique-nostalgies-lameque/,0,8,0%,6.5
https://sportscardsnearme.ca/sell/orillia/,0,8,0%,7.12
https://sportscardsnearme.ca/store/spoutnik-gaspesie-chandler/,0,8,0%,7.62
https://sportscardsnearme.ca/alberta/sylvan-lake/,0,8,0%,8
https://sportscardsnearme.ca/store/la-boite-a-bd-de-laval-laval/,0,8,0%,8
https://sportscardsnearme.ca/store/la-taverne-du-gamer-magog/,0,8,0%,8.12
https://sportscardsnearme.ca/store/xplore-games-toronto/,0,8,0%,8.12
https://sportscardsnearme.ca/quebec/saint-hyacinthe/,0,8,0%,8.25
https://sportscardsnearme.ca/pokemon/saint-jean-sur-richelieu/,0,8,0%,8.5
https://sportscardsnearme.ca/quebec/mcmasterville/,0,8,0%,8.88
https://sportscardsnearme.ca/sell/whitby/,0,8,0%,9
https://sportscardsnearme.ca/quebec/trois-rivieres/,0,8,0%,9.12
https://sportscardsnearme.ca/store/cardboard-classics-vaughan/,0,8,0%,9.12
https://sportscardsnearme.ca/pokemon/sarnia/,0,8,0%,9.5
https://sportscardsnearme.ca/store/la-place-du-hobby-terrebonne/,0,8,0%,10.12
https://sportscardsnearme.ca/store/vintage-games-n-junque-sault-ste-marie/,0,8,0%,10.12
https://sportscardsnearme.ca/store/a-j-hobbies-markham/,0,8,0%,10.5
https://sportscardsnearme.ca/store/topdeck-hero-laval-laval/,0,8,0%,10.5
https://sportscardsnearme.ca/store/tactical-magic-games-inc-fort-mcmurray/,0,8,0%,10.88
https://sportscardsnearme.ca/ontario/paris/,0,8,0%,11.12
https://sportscardsnearme.ca/store/game-knight-leagues-london/,0,8,0%,12.38
https://sportscardsnearme.ca/store/l-imaginaire-st-bruno-saint-bruno-de-montarville/,0,8,0%,12.88
https://sportscardsnearme.ca/store/shoebox-games-cafe-calgary/,0,8,0%,15.88
https://sportscardsnearme.ca/store/team-collectors-richmond/,0,8,0%,19.5
https://sportscardsnearme.ca/sell/vernon/,0,8,0%,20.38
https://sportscardsnearme.ca/store/game-breakers-sports-cards-ottawa/,0,8,0%,21.62
https://sportscardsnearme.ca/quebec/quebec-ste-foy/,0,7,0%,4.57
https://sportscardsnearme.ca/store/la-zone-retro-amos/,0,7,0%,5
https://sportscardsnearme.ca/store/card-cycle-london/,0,7,0%,5.43
https://sportscardsnearme.ca/store/the-entertainment-cube-oshawa/,0,7,0%,5.43
https://sportscardsnearme.ca/store/chigun-hobbies-markham/,0,7,0%,5.86
https://sportscardsnearme.ca/sell/laval/,0,7,0%,6.29
https://sportscardsnearme.ca/store/rolls-and-realms-inc-brantford/,0,7,0%,6.29
https://sportscardsnearme.ca/store/ogre-s-lair-family-game-shop-yellowknife/,0,7,0%,6.43
https://sportscardsnearme.ca/store/shock-spring-stratford/,0,7,0%,6.57
https://sportscardsnearme.ca/store/webber-s-balloons-cards-and-collectibles-hamilton/,0,7,0%,6.57
https://sportscardsnearme.ca/british-columbia/port-alberni/,0,7,0%,6.86
https://sportscardsnearme.ca/quebec/saint-bruno-de-montarville/,0,7,0%,6.86
https://sportscardsnearme.ca/pokemon/gander/,0,7,0%,7.14
https://sportscardsnearme.ca/sell/gatineau/,0,7,0%,7.14
https://sportscardsnearme.ca/alberta/lloydminster/,0,7,0%,7.29
https://sportscardsnearme.ca/quebec/sainte-catherine/,0,7,0%,7.57
https://sportscardsnearme.ca/store/env-collectible-sherwood-park/,0,7,0%,7.71
https://sportscardsnearme.ca/store/the-mana-lounge-london/,0,7,0%,8.14
https://sportscardsnearme.ca/pokemon/north-bay/,0,7,0%,8.29
https://sportscardsnearme.ca/store/the-game-chamber-london/,0,7,0%,8.29
https://sportscardsnearme.ca/store/game-shack-toronto/,0,7,0%,8.57
https://sportscardsnearme.ca/store/collector-s-lane-saskatoon/,0,7,0%,9.14
https://sportscardsnearme.ca/store/401-games-toronto/,0,7,0%,9.29
https://sportscardsnearme.ca/store/instant-replay-sportscards-cobourg/,0,7,0%,9.29
https://sportscardsnearme.ca/store/valixya-greater-sudbury/,0,7,0%,9.29
