slug,research_file,confidence,source_urls
gnu-books-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/gnu-books-oshawa-on-5eqx4/
great-hobbies-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/great-hobbies-oshawa-on-iqznc/
hallmark-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/hallmark-oshawa-on-ivhnc/
new-rave-tcg-hobbies-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/new-rave-tcg-hobbies-oshawa-on-tn0sa/
over-the-top-gaming-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/over-the-top-gaming-oshawa-on-aoqqi/
quaza-collectibles-oshawa,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/oshawa/quaza-collectibles-oshawa-on-mymho/
skyfox-games-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/skyfox-games-oshawa-on-qufog/
the-3d-shoppe-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/the-3d-shoppe-oshawa-on-gvbly/
the-comic-doctor-inc-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/the-comic-doctor-inc-oshawa-on-nias8/
the-entertainment-cube-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/the-entertainment-cube-oshawa-on-pm8b0/
worlds-collide-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/worlds-collide-oshawa-on-hhxnq/
xtreme-r-c-raceways-oshawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/oshawa/xtreme-r-c-raceways-oshawa-on-5rvf7/
buying-sports-cards-comics-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/buying-sports-cards-comics-ottawa-on-c9fbg/
carsncards-com-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/carsncards-com-ottawa-on-wr1si/
carta-magica-ottawa-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/carta-magica-ottawa-ottawa-on-be3o4/
danireon-cards-games-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/danireon-cards-games-ottawa-on-shzws/
dxhers-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/dxhers-ottawa-on-lggbk/
empire-trading-tcg-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/empire-trading-tcg-ottawa-on-3oeqo/
entertainment-ink-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/entertainment-ink-ottawa-on-joaeo/
game-breakers-sports-cards-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/game-breakers-sports-cards-ottawa-on-1gbck/
game-breakers-sports-cards-collectibles-ottawa,plan3-ontario.md,high,https://gamebreakers.ca/
hobbiesville-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/hobbiesville-ottawa-on-1kfjk/
hobbiesville-ottawa-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/hobbiesville-ottawa-ottawa-on-brmv0/
imaginaire-store-ottawa-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/imaginaire-store-ottawa-ottawa-on-w5pyw/
minty-fresh-collectibles-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/minty-fresh-collectibles-ottawa-on-mxuvs/
nabema-collectibles-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/nabema-collectibles-ottawa-on-arntu/
nefarious-comics-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/nefarious-comics-ottawa-on-2r3l8/
nostalgia-warehouse-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/nostalgia-warehouse-ottawa-on-uekho/
out-of-the-box-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/out-of-the-box-ottawa-on-lezm0/
pokemon-tcg-supply-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/pokemon-tcg-supply-ottawa-on-pha0o/
red-dragon-comics-cards-games-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/red-dragon-comics-cards-games-ottawa-on-kluyy/
shikdar-trading-inc-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/shikdar-trading-inc-ottawa-on-pwu2q/
soul-tcg-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/soul-tcg-ottawa-on-i3w74/
studio-staja-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/studio-staja-ottawa-on-fqts0/
the-comic-book-shoppe-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/the-comic-book-shoppe-ottawa-on-admkc/
the-hobby-centre-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/the-hobby-centre-ottawa-on-sjxks/
toys-on-fire-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/toys-on-fire-ottawa-on-slwja/
trinity-hobby-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/trinity-hobby-ottawa-on-ugbkk/
vulcan-collectibles-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/vulcan-collectibles-ottawa-on-ta3bc/
wizard-s-tower-ottawa,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/ottawa/wizard-s-tower-ottawa-on-anc98/
rawscoe-s-sport-collectibles-peterborough,plan3-ontario.md,high,https://www.sportcollectibles.ca/
board-game-bliss-richmond-hill,plan3-ontario.md,medium,https://www.boardgamebliss.com/pages/contact-us
collectors-dreams-richmond-hill,plan3-ontario.md,high,https://collectorsdreams.ca/
flaring-lair-richmond-hill,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/richmond-hill/flaring-lair-richmond-hill-on-hm748/
heavyjs-card-house-sarnia,plan3-ontario.md,high,https://www.heavyjs.com/
essential-sports-cards-collectibles-sault-ste-marie,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/essential-sports-cards-collectibles-sault-ste-marie-on-w9wpm/
games-nook-ii-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/games-nook-ii-sault-ste-marie-on-adqgw/
hallmark-cards-gifts-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/hallmark-cards-gifts-sault-ste-marie-on-xy5tc/
hilltribe-ontario-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/hilltribe-ontario-sault-ste-marie-on-8k9b0/
kanto-kreations-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/kanto-kreations-sault-ste-marie-on-imwm8/
mark-s-autographs-and-collectables-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/mark-s-autographs-and-collectables-sault-ste-marie-on-fsrwo/
one-of-one-cards-collectibles-sault-ste-marie,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/one-of-one-cards-collectibles-sault-ste-marie-on-6otym/
the-rad-zone-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/the-rad-zone-sault-ste-marie-on-17enw/
the-trading-post-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/the-trading-post-sault-ste-marie-on-uikew/
vintage-games-n-junque-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/vintage-games-n-junque-sault-ste-marie-on-tzbeo/
xcite-toys-games-collectibles-sault-ste-marie,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/sault-ste-marie/xcite-toys-games-collectibles-sault-ste-marie-on-jtlh8/
fan-of-the-sport-st-thomas,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/st-thomas/fan-of-the-sport-st-thomas-on-pvs0i/
high-score-gamez-st-catharines,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/st-catharines/high-score-gamez-st-catharines-on-nfkqe/
the-toy-trove-st-catharines,plan3-ontario.md,high,https://www.facebook.com/thetoytrove/
boreal-gaming-cards-thorold,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/thorold/boreal-gaming-cards-thorold-on-hnlmi/
807-cards-collectibles-thunder-bay,plan3-ontario.md,medium,https://www.facebook.com/p/807-Cards-Collectibles-100084277087698/
sports-cards-plus-collectibles-thunder-bay,plan3-ontario.md,medium,https://www.yellowpages.ca/bus/Ontario/Thunder-Bay/Sports-Cards-Plus/101465804.html
krown-the-shine-shop-timmins,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/timmins/krown-the-shine-shop-timmins-on-fsypm/
401-games-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/401-games-toronto-on-xci8i/
a-c-games-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/a-c-games-toronto-on-enldm/
aj-sports-autographed-memorabilia-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/aj-sports-autographed-memorabilia-toronto-on-y61fe/
anime-alley-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/anime-alley-toronto-on-scdr4/
anime-otaku-hobby-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/anime-otaku-hobby-toronto-on-anmme/
banana-games-hobby-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/banana-games-hobby-toronto-on-y7n5s/
beardycards-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/beardycards-toronto-on-6prke/
black-rose-hobbies-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/black-rose-hobbies-toronto-on-thi3s/
cangeek-games-and-collectibles-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/cangeek-games-and-collectibles-toronto-on-xvyhu/
cardify-hobby-cards-collectibles-sports-tcgs-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/cardify-hobby-cards-collectibles-sports-tcgs-toronto-on-byefe/
chonky-collectibles-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/chonky-collectibles-toronto-on-vgaro/
clutch-games-toronto,plan3-ontario.md,high,https://clutchgames.ca/
cyber-city-comix-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/cyber-city-comix-toronto-on-pv5oo/
dbsport-collectibles-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/dbsport-collectibles-toronto-on-zm7dk/
djk-entertainment-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/djk-entertainment-toronto-on-et1ea/
dolly-s-toys-games-toronto-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/dolly-s-toys-games-toronto-toronto-on-teopg/
dolly-s-sports-cards-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/dolly-s-sports-cards-toronto-on-dcaim/
duck-duck-games-collectibles-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/duck-duck-games-collectibles-toronto-on-wsiaq/
emmett-s-toystop-hobby-shop-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/emmett-s-toystop-hobby-shop-toronto-on-vvky0/
esper-cards-games-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/esper-cards-games-toronto-on-gmou0/
face-to-face-games-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/face-to-face-games-toronto-on-gbncw/
game-nation-hobbies-games-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/game-nation-hobbies-games-toronto-on-tlobm/
game-shack-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/game-shack-toronto-on-qmimg/
go-for-game-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/go-for-game-toronto-on-av7lu/
gp-sports-cards-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/gp-sports-cards-toronto-on-2c3r4/
hairy-tarantula-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/hairy-tarantula-toronto-on-r67yo/
hobbiesville-toronto-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/hobbiesville-toronto-toronto-on-tqllo/
hobby-stop-tcg-collectibles-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/hobby-stop-tcg-collectibles-toronto-on-tltfc/
hope-club-collectibles-sports-cards-and-trading-card-games-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/hope-club-collectibles-sports-cards-and-trading-card-games-toronto-on-sa5m0/
illusionary-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/illusionary-toronto-on-fut7o/
meeplemart-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/meeplemart-toronto-on-7qsdo/
rednails-ii-toronto,plan3-ontario.md,medium,https://www.rednails2.com/
relikks-cards-collectibles-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/relikks-cards-collectibles-toronto-on-wftis/
ripverse-tcg-toronto,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/toronto/ripverse-tcg-toronto-on-93hrl/
royalty-cards-and-collectibles-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/royalty-cards-and-collectibles-toronto-on-m4zwg/
sellccg-sell-your-pokemon-cards-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/sellccg-sell-your-pokemon-cards-toronto-on-knuey/
sunny-hobbies-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/sunny-hobbies-toronto-on-euj3m/
the-sword-board-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/the-sword-board-toronto-on-zohro/
xplore-games-toronto,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/toronto/xplore-games-toronto-on-kklsy/
401-games-vaughan-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/401-games-vaughan-vaughan-on-np1sm/
argama-hobby-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/argama-hobby-vaughan-on-fx2si/
cardboard-classics-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/cardboard-classics-vaughan-on-rzyva/
certified-sports-memorabilia-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/certified-sports-memorabilia-vaughan-on-3p1e0/
dd-sports-vaughan-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/dd-sports-vaughan-vaughan-on-jnzdw/
elite-cards-toronto-vaughan,plan3-ontario.md,high,https://elitecardstoronto.com/en-us
flip-collectibles-shop-vaughan,plan3-ontario.md,high,https://flipcollect.com/
korekuta-games-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/korekuta-games-vaughan-on-wyku4/
legends-warehouse-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/legends-warehouse-vaughan-on-3znco/
level-up-games-canada-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/level-up-games-canada-vaughan-on-fjud0/
mintink-trading-cards-live-experience-vaughan,plan3-ontario.md,high,https://www.mintink.ca/
nd-sports-cards-ltd-psa-authorized-platinum-dealer-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/nd-sports-cards-ltd-psa-authorized-platinum-dealer-vaughan-on-2wcui/
new-realm-games-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/new-realm-games-vaughan-on-lmqik/
northern-war-table-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/northern-war-table-vaughan-on-ctdne/
retro-boyz-collectibles-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/retro-boyz-collectibles-vaughan-on-cgmru/
toybox-trading-co-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/toybox-trading-co-vaughan-on-n4uhs/
wandering-adventures-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/wandering-adventures-vaughan-on-88gxs/
wax-box-club-vaughan,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/vaughan/wax-box-club-vaughan-on-m3uyy/
atlas-collectables-waterloo,plan3-ontario.md,high,https://www.atlascollectables.com/
dolly-s-cards-collectibles-waterloo-waterloo,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/waterloo/dolly-s-cards-collectibles-waterloo-waterloo-on-yitts/
crackerjack-stadium-welland,plan3-ontario.md,high,https://www.crackerjackstadium.com/
maximum-cards-collectibles-whitby,plan3-ontario.md,high,https://maximumcards.ca/
we-got-gamez-whitby,plan3-ontario.md,medium,https://www.facebook.com/wegotgamezwhitby/
abj-hobby-shop-windsor,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/windsor/abj-hobby-shop-windsor-on-lzhck/
brimstone-games-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/brimstone-games-windsor-on-ciuf0/
candies-convenience-sports-cards-inc-windsor,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/windsor/candies-convenience-sports-cards-inc-windsor-on-6q34u/
candies-convenience-and-sport-cards-windsor,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/windsor/candies-convenience-and-sport-cards-windsor-on-r5ira/
cartoon-kingdom-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/cartoon-kingdom-windsor-on-7btqy/
cedar-creek-hobbies-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/cedar-creek-hobbies-windsor-on-nubi8/
digital-oasis-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/digital-oasis-windsor-on-2yixq/
emerald-cards-and-games-windsor,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/windsor/emerald-cards-and-games-windsor-on-mz1we/
f-c-house-of-cards-windsor,plan3-ontario.md,medium,https://www.facebook.com/houseofcardswindsor/
gamecycle-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/gamecycle-windsor-on-ubvvm/
grail-toys-and-collectibles-windsor,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/windsor/grail-toys-and-collectibles-windsor-on-crhgi/
helou-s-sports-cards-and-collectibles-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/helou-s-sports-cards-and-collectibles-windsor-on-bormk/
kaboom-hobby-windsor,plan3-ontario.md,high,https://kaboomhobby.com/
kunaigames-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/kunaigames-windsor-on-vvvp4/
local-comic-shop-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/local-comic-shop-windsor-on-mef74/
paper-heroes-comic-book-lounge-collectibles-windsor,plan3-ontario.md,low,https://localcardshopsnearme.com/shops/ontario/windsor/paper-heroes-comic-book-lounge-collectibles-windsor-on-qklsu/
putali-chowk-board-games-bar-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/putali-chowk-board-games-bar-windsor-on-ddqve/
rogues-gallery-comics-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/rogues-gallery-comics-windsor-on-9nlso/
rose-city-sports-n-collectables-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/rose-city-sports-n-collectables-windsor-on-ysom4/
soar-hobby-more-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/soar-hobby-more-windsor-on-lyuaw/
tabletop-renaissance-games-hobbies-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/tabletop-renaissance-games-hobbies-windsor-on-ttgtm/
the-cg-realm-windsor,plan3-ontario.md,medium,https://localcardshopsnearme.com/shops/ontario/windsor/the-cg-realm-windsor-on-2klpa/
collector-s-avenue-montr-al-montr-al,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
collector-s-avenue-west-island-dollard-des-ormeaux,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
miraj-trading-montr-al,plan3-qc-atlantic.md,high,https://www.mirajtrading.com/en-us ; https://upperdeck.com/canada-hobby-shops-list/
cartes-champions-anjou-montr-al,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
game-keeper-verdun-verdun-montr-al,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/
geek-factory-mtl-montr-al,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
tw-sportcards-montr-al,plan3-qc-atlantic.md,medium,https://www.twsportscards.com/ ; http://howiemorenz.blogspot.com/p/ou-trouver-des-cartes-sportives.html
the-card-palace-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
the-cards-vault-lachine-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
capitaine-qu-bec-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
librairie-crossover-comics-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
cosmix-saint-laurent-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
chez-geeks-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
1000000-comix-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
ontario-bric-brac-montr-al,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
cardchasers-les-collectionneurs-cardchasers-laval,plan3-qc-atlantic.md,high,https://www.cardchasersmtl.com/en-us ; https://upperdeck.com/canada-hobby-shops-list/
ultime-sports-collection-laval,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
cartes-sportives-jumbo-bear-laval,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
la-bo-te-bd-de-laval-laval,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
topdeck-hero-laval-laval,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
bd-cosmos-laval,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
l-imaginaire-laval-laval,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
les-entreprises-bluenose-pointe-claire,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
l-imaginaire-pointe-claire-pointe-claire,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
zone-collection-rive-sud-longueuil,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/
cartes-de-sport-check-swing-brossard,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
all-in-hobby-sports-brossard,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
r-mi-card-trader-saint-hubert-longueuil,plan3-qc-atlantic.md,high,https://remicardtrader.ca/en ; https://upperdeck.com/canada-hobby-shops-list/
la-madame-des-cartes-saint-hubert-longueuil,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
3-mana-saint-hubert-longueuil,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
poke-jeux-boucherville,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
topdeck-hero-boucherville-boucherville,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
l-imaginaire-st-bruno-saint-bruno-de-montarville,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
cartes-sportives-rive-sud-sainte-catherine,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://cartessportivesrivesud.com/
cartes-sportives-rive-sud-mcmasterville-mcmasterville,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
between-2-games-saint-amable,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
dsm-sports-cards-collectors-le-roi-des-cartes-beloeil,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://leroidescartes.ca/en
univers-fantastique-beloeil,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
collections-manlo-saint-jean-sur-richelieu,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
lgc-collections-saint-jean-sur-richelieu,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
zone-collection-st-jean-saint-jean-sur-richelieu,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
librairie-moderne-saint-jean-sur-richelieu,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
la-carte-cach-e-saint-jean-sur-richelieu,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
450-sports-blainville,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
savage-cards-piedmont-saint-sauveur,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
boutique-la-coupe-stanley-saint-j-r-me,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://www.cartesdehockey.ca/magasin-et-boutiques/
cartes-l-o-lachute,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
collectionick-mirabel,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
