Store Name,City,Address,Rating,Hours,Phone,Website,Social Media Links,Services,Sports/TCG Available,lat,lng
Springer Hobbies,Markham,"61 Telson Rd Unit 1, Markham, ON L3R 1E4",,,(905) 475-9919,https://springerhobbies.com/,,,Pokemon;Magic;Other,43.81976,-79.34069
Three Kingdoms Games Markham,Markham,"112 Main Street Markham N, Markham, ON L3P 5H5",,,(905) 554-6854,,,,Pokemon;Magic;Other,43.86646,-79.25813
True Gem Sports Collectibles,Markham,"4418 Hwy 7 #204, Unionville, ON L3R 1M2",,,(289) 554-9650,https://www.facebook.com/groups/546030109461282,,,Hockey;Baseball;Basketball;Football,43.86124,-79.31181
WoodForSheep Hobbies Ltd.,Markham,"220 Royal Crest Ct #3, Markham, ON L3R 9Y2, Canada",,,905-943-7567,https://www.woodforsheep.ca/,,,Pokemon;Magic;Other,43.84238,-79.32325
A-Spec Cards Inc.,Milton,"1224 Main St E, Milton, ON L9T 9K7",,,(365) 877-9999,http://www.aspeccards.com/,,,,43.53315,-79.86119
Untouchables Sports Cards & Gaming (Milton),Milton,"100 Nipissing Rd Unit 9, Milton, ON L9T 5B2",,,905-203-1004,https://untouchables.ca,,Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.51984,-79.87180
Cheesmo's Cards Mobile Hobby Shop,Mississauga,"3125B Wolfedale Rd, Mississauga, ON L5C 1V8",,,(647) 394-2273,https://cheesmoscards.ca/,,,Pokemon;Magic;Other,43.56601,-79.63871
Conspiracy Comics Games & Anime,Mississauga,"100 City Centre Dr, Mississauga, ON L5B 2C9",,,(905) 566-7992,https://conspiracycomics.com/,,,Pokemon;Magic;Other,43.59321,-79.64295
Duel City Games,Mississauga,"Leanne Blvd, Mississauga, ON L5K 2K8",,,,http://duelcitygames.com/,,,Pokemon;Magic;Other,43.52458,-79.65259
Game Time Collectibles,Mississauga,"2205 Bostock Crescent, Mississauga, ON L5J 3S8",,,(905) 822-9609,http://itsgametime.ca/,,,Pokemon;Magic;Other,43.51262,-79.64141
Gotham Central Comics,Mississauga,"1400 Aimco Blvd Unit 1, Mississauga, ON L4W 4K2",,,(905) 212-9992,http://www.gothamcentralcomics.com/,,,Pokemon;Magic;Other,43.63653,-79.62560
Image Collections,Mississauga,"181 Queen St S, Mississauga, ON L5M 1L1",,,(905) 542-8307,http://www.imagecollections.ca/,,,,43.58200,-79.71382
KanZen Games Sports & Collectibles,Mississauga,"7070 St Barbara Blvd Unit 60-62, Mississauga, ON L5W 0E6",,,(905) 609-6062,http://kanzengames.com/,,,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.63896,-79.71651
Legendary Collectables,Mississauga,"800 Dundas St E Unit G, Mississauga, ON L4Y 2B6",,,(905) 268-3363,https://legendarycollectables.com/,,,,43.59654,-79.59671
LVLUP GAMES,Mississauga,"833 Westlock Rd, Mississauga, ON L5C 1K7",,,(289) 444-0147,http://www.lvlupgames.ca/,,,Pokemon;Magic;Other,43.56669,-79.64233
MyPops.ca Erin Mills Town Centre Mississauga Toys Funko TCG,Mississauga,"Lower Floor near Food Court, 5100 Erin Mills Pkwy Unit B124, Mississauga, ON L5M 4Z5",,,(905) 609-6661,http://www.mypops.ca/,,,Pokemon;Magic;Other,43.55824,-79.71195
Nak Gaming - Online Order Pickup Only,Mississauga,"5170 Winston Churchill Blvd Unit 105, Mississauga, ON L5M 0P2",,,(647) 992-7938,https://www.nakgaming.com/,,,Pokemon;Magic;Other,43.55239,-79.72256
Professional Sports Authenticator - PSA Canada,Mississauga,"5560 Explorer Dr #101, Mississauga, ON L4W 5M3",,,,https://www.psacard.com/,,,Hockey;Baseball;Basketball;Football,43.65888,-79.61075
Red Riot Games,Mississauga,"265 Queen St S, Mississauga, ON L5M 1L9",,,(647) 228-7468,http://redriotgames.ca/,,,Pokemon;Magic;Other,43.57983,-79.71087
Slab Sharks - Sports Cards & Collectibles Consignment,Mississauga,"6760 Davand Dr Unit 8 & 9, Mississauga, ON L5T 2L9",,,(800) 612-7522,https://www.slabsharks.com/,,,Hockey;Baseball;Basketball;Football,43.66861,-79.66945
The Upper Hand,Mississauga,"2150 Burnhamthorpe Rd W, Mississauga, ON L5L 3A2",,,(905) 607-1116,https://www.theupperhand.ca/,,,,43.54361,-79.68319
Untouchables Sports Cards & Gaming,Mississauga,"Central Parkway & Burnhamthorpe, Mississauga, ON",,,,https://untouchables.ca,https://instagram.com/untouchablesmississauga,Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.60775,-79.63643
VTRGaming,Mississauga,"714 Burnhamthorpe Rd E, Mississauga, ON L4Y 2X3",,,(416) 562-4948,https://www.vtrgaming.ca/,,,Pokemon;Magic;Other,43.60821,-79.61751
Warp Zone Gaming,Mississauga,"1151 Dundas St W #9, Mississauga, ON L5C 1C6",,,(647) 468-6249,https://warpzonegaming.ca/,,,Pokemon;Magic;Other,43.55743,-79.64623
X Planet Games,Mississauga,"5170 Dixie Rd, Mississauga, ON L4W 1E3",,,(905) 949-4263,http://xplanetgames.com/,,,Pokemon;Magic;Other,43.63856,-79.62592
Hobby Knight in Canada,Newmarket,"17766 Leslie St B, Newmarket, ON L3Y 4W4",,,,https://hobbyknightincanada.crystalcommerce.com,https://www.facebook.com/HobbyKnightCanada,Sells;Trade Nights,Pokemon;Magic;Other,44.07224,-79.43389
Mojo's Plush and Pulls,Newmarket,"431 Davis Dr, Newmarket, ON L3Y 2P1",,,(647) 638-4024,,,,,44.05946,-79.46097
Centre Ice Collectibles,Niagara Falls,"6272 Parkside Rd, Niagara Falls, ON L2H 0B2",,,(905) 356-7610,http://centreicecollectibles.com/,,,Hockey;Baseball;Basketball;Football;Other,43.08380,-79.13888
M&L Sports Cards & Collectables,Niagara Falls,"7174A Drummond Rd, Niagara Falls, ON L2G 4P6",,,905-371-3010,,https://x.com/mandlsportcards,Sells,Hockey;Baseball;Basketball;Football;Other,43.07159,-79.09673
Niagara Sports Cards,Niagara Falls,"9338 Hendershot Blvd, Niagara Falls, ON L2H 0E9",,,905-346-2733,https://niagarasc.com,,Sells;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.08837,-79.15539
Aces Cool Collectibles,North Bay,"1180 Cassells St, North Bay, ON P1B 4B6, Canada",,,705-477-9355,https://www.ebay.ca/str/acescoolcollectibles,,,Hockey;Baseball;Basketball;Football;Other,46.31842,-79.45549
Ultimate Sportscards,North Bay,"1410 Cassells St, North Bay, ON",,,,https://ultsportscards.com,,Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Other,46.31816,-79.45211
Dungeon Comics & Cards,Oakville,"Oakville, ON L6K 3S7",,,,https://www.facebook.com/dungeoncomicsoakville,,Sells,Pokemon;Magic;Other,43.39529,-79.70637
Game 3 TCG & Hobby,Oakville,"2828 Kingsway Dr, Oakville, ON L6J 7M2",,,289-644-3223,https://www.oakvilleshops.com/stores/game-3-tcg-hobby/,https://www.facebook.com/game3tcg,Sells;Trade Nights,Pokemon;Magic;Other,43.50022,-79.66108
Top Shelf Co.,Oakville,"481 North Service Rd W A13, Oakville, ON L6M 2V6",,,(647) 490-2323,https://topshelfco.ca/,,,,43.44056,-79.70841
Cards and Coasters,Orillia,"58 Mississaga St E 2nd floor, Orillia, ON L3V 1V5",,,(705) 305-7077,https://cardsandcoasters.com/,,,,44.60903,-79.41834
Addictive Hobbies & Games,Oshawa,"13 King St W, Oshawa, ON L1H 1A1",,,(905) 926-9309,https://addictivehobbies.wixsite.com/website,,,Pokemon;Magic;Other,43.89729,-78.86414
Cardboard Hero,Oshawa,"88 Simcoe St N, Oshawa, ON L1G 4S2",,,(905) 579-7678,http://www.cardboardhero.com/,,,,43.89992,-78.86486
Comic Alley Toys,Oshawa,"9 Bond St W, Oshawa, ON L1H 1A3",,,(905) 433-8697,https://linktr.ee/comicalleytoys?utm_source=linktree_profile_share&ltsid=f56cfd19-af61-4c35-9f99-4ebb1ad7093f,,,Pokemon;Magic;Other,43.89814,-78.86443
Deck Out Gaming,Oshawa,"1255 Skae Dr #5, Oshawa, ON L1J 7A3",,,(289) 928-1538,https://deckoutgaming.ca/,,,Pokemon;Magic;Other,43.85766,-78.87602
F.G.Bradley's,Oshawa,"Oshawa Centre, 419 King St W Unit #2015, Oshawa, ON L1J 2K5",,,(905) 404-2233,https://www.fgbradleys.com/,,,,43.89052,-78.87919
"Fly By Nite Movies, Games, and Toys",Oshawa,"15 Bond St E, Oshawa, ON L1G 1A8",,,(905) 433-3757,https://flybynitecollectibles.square.site/,,,Pokemon;Magic;Other,43.89850,-78.86324
G A M E S,Oshawa,"1180 Simcoe St N, Oshawa, ON L1G 4W8",,,(905) 579-7529,http://www.facebook.com/GamesAreMySource,,,,43.92875,-78.87766
GNU Books,Oshawa,"Northway Plaza, 1120 Simcoe St N, Oshawa, ON L1G 4W6",,,(905) 434-1463,http://www.gnubooks.net/,,,,43.92707,-78.87692
Great Hobbies,Oshawa,"991 Taunton Rd E Unit 6B, Oshawa, ON L1K 2M6, Canada",,,365-442-0232,http://www.greathobbies.com/,,,Pokemon;Magic;Other,43.93986,-78.84283
Hallmark,Oshawa,"991 Taunton Rd E Unit 6, Oshawa, ON L1K 0Z7",,,(905) 720-3003,https://stores.hallmark.com/on/oshawa/hallmark-oshawa-on-031267.html,,,,43.93986,-78.84283
New Rave TCG & Hobbies,Oshawa,"1300 King St E #11, Oshawa, ON L1H 8J4",,,(647) 646-5685,https://newrave.ca/,,,Pokemon;Magic;Other,43.90769,-78.81600
Over The Top Gaming,Oshawa,"909 Simcoe St N Unit 204, Oshawa, ON L1G 4W1",,,(365) 633-0280,https://overthetopgaming.ca/,,,Pokemon;Magic;Other,43.92160,-78.87368
Quaza Collectibles,Oshawa,"351 Conant St, Oshawa, ON L1H 3S8",,,(647) 705-8047,,,,Hockey;Baseball;Basketball;Football;Other,43.87987,-78.84126
Skyfox Games,Oshawa,"86 William St E, Oshawa, ON L1G 1K6",,,(905) 720-3377,http://www.skyfoxgames.com/,,,Pokemon;Magic;Other,43.90101,-78.86146
The 3D Shoppe,Oshawa,"88 King St W, Oshawa, ON L1H 1A6",,,(365) 282-1467,http://the3dshoppe.ca/,,,,43.89710,-78.86718
The Comic Doctor Inc,Oshawa,"Unit #5, 90 Russett Ave, Oshawa, ON L1G 3R5",,,(905) 449-5680,http://www.thecomicdoctor.com/,,,Pokemon;Magic;Other,43.93019,-78.88184
The Entertainment Cube,Oshawa,"5 Bond St W, Oshawa, ON L1G 1A1",,,(289) 939-3283,http://www.facebook.com/cubeclown/,,,,43.89827,-78.86435
Worlds Collide,Oshawa,"10 Simcoe St N, Oshawa, ON L1G 4R8",,,(905) 436-8999,http://www.worldscollide.ca/,,,,43.89790,-78.86400
Xtreme R/C & Raceways,Oshawa,"57 Simcoe St S, Oshawa, ON L1H 4G4, Canada",,,905-239-5544,https://www.xtremerc.ca/,,,,43.89603,-78.86254
Buying Sports Cards & Comics,Ottawa,"1701 Woodroffe Ave, Ottawa, ON K2G 1W2",,,(613) 823-1837,http://cardandcomicbuyer.com/,,,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,45.32691,-75.74287
carsncards.com,Ottawa,"1010 Polytek St #33, Ottawa, ON K1J 9J2",,,(343) 777-1888,https://carsncards.com/,,,,45.45602,-75.58466
Carta Magica Ottawa,Ottawa,"1179 St. Laurent Blvd, Ottawa, ON K1K 3B7",,,(613) 746-9099,http://www.cartamagicaottawa.com/,,,Magic,45.42289,-75.63594
Danireon Cards & Games,Ottawa,"250 Centrum Blvd Unit 110, Ottawa, ON K1E 3L8",,,(613) 366-8211,https://www.danireon.com/,,,Pokemon;Magic;Other,45.47960,-75.51097
Dxhers,Ottawa,"Claudet Crescent, Ottawa, ON K1G 4R3",,,(613) 600-3397,https://www.dxhers.ca/,,,,45.37255,-75.61261
Empire Trading TCG,Ottawa,"1980 Ogilvie Rd #113, Gloucester, ON K1J 9L3",,,(613) 745-3777,https://www.empiretradings.com/,,,Pokemon;Magic;Other,45.43259,-75.61048
Entertainment Ink!,Ottawa,"110 Place d'Orléans Dr, Orléans, ON K1E 0B6",,,(613) 841-5531,https://entertainmentink.ca/,,,,45.47853,-75.51529
Game Breakers Sports Cards,Ottawa,"780 Baseline Rd Unit 11, Ottawa, ON K2C 3V8",,,(613) 228-9554,http://gamebreakers.ca/,,,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,45.37071,-75.71711
Game Breakers Sports Cards & Collectibles,Ottawa,"780 Baseline Rd Unit 11, Ottawa, ON K2C 3V8",,,613-228-9554,https://gamebreakers.ca,https://instagram.com/gamebreakerssc,Buys;Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Other;Magic;Pokemon,45.37071,-75.71711
Hobbiesville,Ottawa,"2635 Blackwell St Unit 5, Ottawa, ON K1B 4E4",,,(888) 853-2057,https://hobbiesville.com/,,,Pokemon;Magic;Other,45.40322,-75.60781
Hobbiesville Ottawa,Ottawa,"607 Somerset St W, Ottawa, ON K1R 6C6",,,(888) 853-2057,https://hobbiesville.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,,Pokemon;Magic;Other,45.41252,-75.70377
Imaginaire Store Ottawa,Ottawa,"50 Rideau St Level 3, Ottawa, ON K1N 9J7",,,(613) 903-5849,http://www.imaginaire.com/,,,,45.42572,-75.69200
Minty Fresh Collectibles,Ottawa,"16 Green St Unit 202, Nepean, ON K2J 3R2",,,(613) 823-7727,https://mintyfreshcollectible.ca/,,,Hockey;Baseball;Basketball;Football;Other,45.28668,-75.75782
Nabema Collectibles,Ottawa,"1615 Orléans Blvd #108, Ottawa, ON K1C 7E2",,,(613) 404-9096,http://www.nabemacollectibles.com/,,,Hockey;Baseball;Basketball;Football;Other,45.46088,-75.52445
Nefarious Comics,Ottawa,"386a Bank St, Ottawa, ON K2P 1Y4",,,(343) 573-7101,http://www.nefariouscomics.com/,,,Pokemon;Magic;Other,45.41345,-75.69508
Nostalgia Warehouse,Ottawa,"233-C Armstrong St, Ottawa, ON K1Y 1B4",,,(613) 695-1966,https://www.facebook.com/nostalgiawarehouseottawa/,,,,45.40196,-75.73062
Out of the Box,Ottawa,"1826 Robertson Rd Unit 16 Suite 321, Nepean, ON K2H 5Z6",,,(613) 695-6682,https://www.outoftheboxcards.com/,,,,45.32735,-75.81812
Pokemon TCG Supply,Ottawa,"90 Elgin St, Ottawa, ON K1P 5E9",,,(615) 268-1673,https://www.facebook.com/share/1CNPHB3Gmx/?mibextid=wwXIfr,,,Pokemon;Magic;Other,45.42184,-75.69470
"Red Dragon Comics, Cards, Games",Ottawa,"6008 Voyageur Dr, Orléans, ON K1C 2K1",,,,http://www.red-dragon.ca/,,,Pokemon;Magic;Other,45.47578,-75.54838
Shikdar Trading Inc.,Ottawa,"1564 Carling Ave, Ottawa, ON K1Z 7M4",,,(833) 787-8199,http://www.shikdartrading.com/,,,,45.38052,-75.74495
Soul TCG,Ottawa,"50 Rideau St, Ottawa, ON K1N 9J7",,,,https://www.soultcg.com/,,,Pokemon;Magic;Other,45.42572,-75.69200
Studio Staja,Ottawa,"507 Rideau St, Ottawa, ON K1N 5Z5",,,(343) 644-1008,https://staja.ca/,,,,45.43185,-75.67865
The Comic Book Shoppe,Ottawa,"1400 Clyde Ave., Nepean, ON K2G 3J2",,,(613) 228-8386,http://thecomicbookshoppe.com/,,,Pokemon;Magic;Other,45.35851,-75.73879
The Hobby Centre,Ottawa,"1916 Merivale Rd, Nepean, ON K2G 1E8",,,(613) 288-1299,http://www.hobcen.com/,,,Pokemon;Magic;Other,45.32861,-75.72180
Toys on Fire,Ottawa,"95 Abbeyhill Dr Unit D0A, Ottawa, ON K2L 2M8",,,(613) 825-0688,http://www.toysonfire.ca/,,,,45.30216,-75.87730
Trinity Hobby,Ottawa,"1320 Carling Ave Unit B, Ottawa, ON K1Z 7K8",,,(647) 398-9968,https://trinityhobby.com/,,,Pokemon;Magic;Other,45.38459,-75.73483
Vulcan Collectibles,Ottawa,"1886 Merivale Rd Unit 103-1, Ottawa, ON K2G 5W6",,,(613) 695-4751,https://vulcancollectibles.com/,,,Hockey;Baseball;Basketball;Football;Other,45.33156,-75.72416
Wizard's Tower,Ottawa,,,,(613) 843-0705,http://www.wizardtower.com/,,,Pokemon;Magic;Other,,
Rawscoe's Sport Collectibles,Peterborough,"182 1/2 Charlotte St, Peterborough, ON K9J 2T8",,,705-775-1825,https://www.sportcollectibles.ca,https://www.facebook.com/p/Rawscoes-Sport-Collectibles-100063672145356/,Buys;Sells,Hockey;Other,44.30353,-78.32120
Board Game Bliss,Richmond Hill,"5-245 West Beaver Creek Rd, Richmond Hill, ON L4B 1L1",,,437-242-5551,https://www.boardgamebliss.com,https://www.facebook.com/boardgamebliss,Sells;Trade Nights,Magic;Pokemon;Other,43.84589,-79.38648
Collectors Dreams,Richmond Hill,"10520 Yonge St Unit #31, Richmond Hill, ON",,,905-508-6935,https://collectorsdreams.ca,,Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Other,43.88495,-79.44093
Flaring Lair,Richmond Hill,"670 Hwy 7 Unit 62, Richmond Hill, ON L4B 3P2",,,(365) 550-6510,https://flaringlair.com/,,,,43.84616,-79.37941
HeavyJs Card House,Sarnia,"208 Front St N, Sarnia, ON N7T 5S3",,,,https://www.heavyjs.com,https://www.facebook.com/HeavyjsHOC,Sells;Sells Wax;Trade Nights,Magic;Pokemon;Other,42.97371,-82.40762
Essential Sports Cards & Collectibles,Sault Ste. Marie,"84 Second Line W, Sault Ste. Marie, ON P6C 2H9",,,,,,,Hockey;Baseball;Basketball;Football,46.53813,-84.35466
Games Nook II,Sault Ste. Marie,"756 Queen St E, Sault Ste. Marie, ON P6A 2B1",,,(705) 450-5700,https://facebook.com/GamesNookII,,,Pokemon;Magic;Other,46.50736,-84.32636
Hallmark Cards & Gifts,Sault Ste. Marie,"Station Mall, 293 Bay St Unit J8-9, Sault Ste. Marie, ON P6A 1X3",,,(705) 256-6114,https://stores.hallmark.com/on/saultstemarie/hallmark-cards-gifts-saultstemarie-on-031818.html,,,,46.51139,-84.33759
Hilltribe Ontario,Sault Ste. Marie,"Station Mall, 293 Bay St L9, Sault Ste. Marie, ON P6A 1X3",,,,http://www.hilltribeontario.com/?utm_source=gbp,,,,46.51139,-84.33759
Kanto Kreations,Sault Ste. Marie,"118 Brock St Unit 1, Sault Ste. Marie, ON P6A 3B5",,,(705) 410-7331,https://kantokreations.ca/,,,,46.50944,-84.32907
Mark's Autographs and Collectables,Sault Ste. Marie,"275 Second Line W Unit 190, Sault Ste. Marie, ON P6C 2J4",,,,http://stores.ebay.com/marksautographsandcollectables,,,,46.53652,-84.36373
One of One Cards & Collectibles,Sault Ste. Marie,"145 Gore St, Sault Ste. Marie, ON P6A 1M3, Canada",,,705-450-0907,,,,Hockey;Baseball;Basketball;Football;Other,46.51897,-84.34035
The Rad Zone,Sault Ste. Marie,"721 Queen St E, Sault Ste. Marie, ON P6A 2A8",,,(705) 945-0911,http://www.theradzone.com/,,,,46.50737,-84.32747
The Trading Post,Sault Ste. Marie,"1332 Great Northern Rd, Sault Ste. Marie, ON P6A 5K7",,,(705) 759-4518,http://trading-post.ca/,,,,46.56830,-84.32050
Vintage Games 'n Junque,Sault Ste. Marie,"165 Queen St E, Sault Ste. Marie, ON P6A 1Y6",,,(705) 450-6969,http://www.vgnj.ca/,,,Pokemon;Magic;Other,46.51530,-84.33868
Xcite Toys Games & Collectibles,Sault Ste. Marie,"155 Walnut St, Sault Ste. Marie, ON P6B 2E8",,,(705) 297-1134,http://www.facebook.com/XciteToysGames,,,Pokemon;Magic;Other,46.52496,-84.33682
Fan of the Sport,St Thomas,"417 Wellington St, St Thomas, ON N5R 5J5",,,(519) 631-5063,https://fanofthesport.com/,,,Hockey;Baseball;Basketball;Football,42.77620,-81.15998
High Score Gamez,St. Catharines,"40 Hartzel Rear, St. Catharines, ON L2P 1M5",,,(905) 984-4442,https://highscoregamez.crystalcommerce.com/,,,,43.15557,-79.21410
The Toy Trove,St. Catharines,"280 Geneva St Rear Unit, St. Catharines, ON L2N 2E8",,,289-362-4401,https://thetoytrove.com,https://www.facebook.com/thetoytrove,Sells;Trade Nights,Pokemon;Magic;Other,43.17697,-79.24046
Boreal Gaming & Cards,Thorold,"1809 Merrittville Hwy Ste #C, Fonthill, ON L2V 5P3",,,(289) 897-9323,https://borealgaming.com/,,,Pokemon;Magic;Other,43.05914,-79.25092
807 Cards & Collectibles,Thunder Bay,"118 Cumberland St N, Thunder Bay, ON P7B 1C4",,,807-252-4560,,https://www.facebook.com/p/807-Cards-Collectibles-100084277087698/,Buys;Sells;Trades Singles,Hockey;Other;Pokemon,48.43876,-89.21557
Sports Cards Plus & Collectibles,Thunder Bay,"416 Victoria Ave E, Thunder Bay, ON P7C 1A5",,,807-286-5753,,,Sells,Hockey;Baseball;Basketball;Football;Other,48.38396,-89.24478
Krown & The Shine Shop,Timmins,"1300 Riverside Dr Unit 40, Timmins, ON P4R 1A5, Canada",,,705-268-4855,https://krown.com/en/locations/canada/ontario/timmins/timminsshine/,,,,48.47316,-81.37766
401 Games,Toronto,"431 Yonge St, Toronto, ON M5B 1T3",,,(416) 599-6446,https://store.401games.ca/,,,Pokemon;Magic;Other,43.66065,-79.38251
A & C Games,Toronto,"452 Spadina Ave., Toronto, ON M5T 2G8",,,(416) 923-3066,http://www.acgamesonline.com/,,,Pokemon;Magic;Other,43.65724,-79.40030
AJ Sports / Autographed Memorabilia,Toronto,"1200 Castlefield Ave Ste 200, York, ON M6B 1G2",,,(647) 313-1200,https://www.ajsports.ca/,,,Hockey;Baseball;Basketball;Football,43.69996,-79.45646
Anime Alley,Toronto,"667 Yonge St, Toronto, ON M4Y 1Z9",,,(416) 591-7699,https://animealley.ca/,,,Pokemon;Magic;Other,43.66852,-79.38573
Anime Otaku Hobby,Toronto,"627 Bloor St W 3rd flr, Toronto, ON M6G 1K8",,,(647) 561-1342,https://animeotakuhobby.com/,,,Pokemon;Magic;Other,43.66421,-79.41424
Banana Games & Hobby,Toronto,"530 Yonge St 2nd floor, Toronto, ON M4Y 1Y8",,,(437) 448-9291,https://www.bananagames.ca/,,,Pokemon;Magic;Other,43.66403,-79.38446
BeardyCards,Toronto,"439 Danforth Ave, Toronto, ON M4K 1P1",,,(416) 461-9967,https://beardycards.com/,,,,43.67762,-79.35062
Black Rose Hobbies,Toronto,"5000 Dufferin St Unit B1, North York, ON M3H 5T5",,,(289) 224-2790,https://www.blackrosehobbies.com/,,,Pokemon;Magic;Other,43.78206,-79.47112
CanGeek Games and Collectibles,Toronto,"2351 Kennedy Rd Unit 105 (Ground Floor, Scarborough, ON M1S 4Z2",,,(647) 703-4181,http://www.cangeek.com/,,,Pokemon;Magic;Other,43.78440,-79.28855
Cardify Hobby Cards & Collectibles Sports/TCGs,Toronto,"514 Queen St W, Toronto, ON M5V 2B3",,,(416) 364-3101,http://cardifyhobby.com/,,,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.64786,-79.40163
Chonky Collectibles,Toronto,"438 Queen St W, Toronto, ON M5V 2A8",,,(647) 336-3921,https://chonkycollectibles.com/,,,Hockey;Baseball;Basketball;Football;Other,43.64842,-79.39890
Clutch Games,Toronto,"394 Spadina Ave (2nd Flr), Toronto, ON M5T 2G5",,,,https://clutchgames.ca,,Buys;Sells;Sells Wax;Trade Nights,Hockey;Baseball;Basketball;Football;Pokemon;Other,43.65557,-79.39947
Cyber City Comix,Toronto,"1025 Steeles Ave W, North York, ON M2R 2S9",,,(416) 667-7592,http://cybercitycomix.com/,,,,43.79172,-79.44804
Dbsport Collectibles,Toronto,"1298 St Clair Ave W, Toronto, ON M6E 1C1",,,(416) 720-1814,http://www.dbsport.ca/,,,Hockey;Baseball;Basketball;Football,43.67711,-79.44817
DJK Entertainment,Toronto,"1604 Gerrard St E, Toronto, ON M4L 2A5",,,(416) 546-1517,https://djkentertainment.com/,,,,43.67294,-79.32015
Dolly's Toys & Games Toronto,Toronto,"141 Montezuma Trail, Scarborough, ON M1V 1K4",,,(416) 299-1522,http://www.dollys.ca/,,,Pokemon;Magic;Other,43.81076,-79.27998
Dolly’s Sports Cards,Toronto,"222 Spadina Ave. #229, Toronto, ON M5T 1E2",,,(416) 200-6338,http://linktr.ee/dollysdowntown,,,Hockey;Baseball;Basketball;Football,43.65093,-79.39784
Duck Duck Games & Collectibles,Toronto,"605 Bloor St W, Toronto, ON M6G 2P5",,,(416) 814-7742,http://duckduckgnc.com/,,,Pokemon;Magic;Other,43.66458,-79.41308
Emmett's ToyStop & Hobby Shop,Toronto,"5324 Dundas St W, Etobicoke, ON M9B 1B4",,,(416) 395-1633,https://www.emmettstoystop.com/,,,Pokemon;Magic;Other,43.63478,-79.54178
Esper Cards & Games,Toronto,"380 Old Kingston Rd, Scarborough, ON M1C 1B6",,,(416) 724-4668,https://espercardsandgames.com/,,,Pokemon;Magic;Other,43.78393,-79.17005
Face to Face Games,Toronto,"1398 Danforth Ave, Toronto, ON M4J 1M9",,,(866) 235-7002,http://facetofacegames.com/,,,Pokemon;Magic;Other,43.68273,-79.32782
Game Nation Hobbies & Games,Toronto,"4914A Yonge St, North York, ON M2N 5N5",,,(647) 368-7744,http://www.gamenation.ca/,,,Pokemon;Magic;Other,43.76414,-79.41193
Game Shack,Toronto,"39 Orfus Rd, North York, ON M6A 1L7",,,(416) 351-7065,http://gameshack.ca/,,,Pokemon;Magic;Other,43.71915,-79.45927
Go For Game,Toronto,"478 Dundas St W Second Floor, Toronto, ON M5T 1G9",,,(416) 598-0505,https://goforgame.ca/,,,,43.65342,-79.39703
GP Sports Cards,Toronto,"3505 Lake Shore Blvd W, Etobicoke, ON M8W 1N5",,,(905) 808-4560,https://gpsportcards.com/pages/contact-us,,,Hockey;Baseball;Basketball;Football,43.59470,-79.53163
Hairy Tarantula,Toronto,"3456 Yonge St, Toronto, ON M4N 2N4",,,(647) 430-1263,https://www.hairyt.com/,,,,43.73458,-79.40495
Hobbiesville Toronto,Toronto,"9 Ossington Ave, Toronto, ON M6J 2Y8",,,(888) 853-2057,https://www.hobbiesville.com/,,,Pokemon;Magic;Other,43.64452,-79.41872
Hobby Stop TCG & Collectibles,Toronto,"2020 Don Mills Rd., North York, ON M3A 3R6",,,,http://hobbystoptcg.com/,,,Pokemon;Magic;Other,43.76279,-79.34784
Hope Club Collectibles - Sports Cards and Trading Card Games,Toronto,"1530 Albion Rd unit 52, Etobicoke, ON M9V 1B4",,,(647) 721-4673,http://hopeclubshop.ca/,,,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.74177,-79.58460
Illusionary,Toronto,"1106 College St, Toronto, ON M6H 1B3",,,(416) 453-5636,http://www.illusionarycollectibles.com/,,,,43.65273,-79.43246
Meeplemart,Toronto,"247 Spadina Ave. Lower Level, Toronto, ON M5T 2E2",,,(416) 583-2121,http://www.meeplemart.com/,,,,43.65166,-79.39714
Rednails II,Toronto,"Toronto, ON (2 locations)",,,416-242-7899,https://www.rednails2.com,,Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Magic;Pokemon;Other,43.65029,-79.37622
Relikks Cards & Collectibles,Toronto,"3235 Yonge St, Toronto, ON M4N 2L5",,,(289) 271-9189,http://www.relikks.com/,,,Hockey;Baseball;Basketball;Football;Other,43.72881,-79.40291
Ripverse TCG,Toronto,"67 Steelcase Rd W Unit 3-1, Toronto, ON L3R 2M4, Canada",,,647-904-7786,,,,Pokemon;Magic;Other,43.81730,-79.35749
