slug,name,city,province,Services,Sports/TCG,evidence,site
springer-hobbies-markham,Springer Hobbies,Markham,ON,Sells;Trade Nights,Magic;Pokemon,"Trade Nights: ""tournament"" @ /",https://springerhobbies.com
woodforsheep-hobbies-ltd-markham,WoodForSheep Hobbies Ltd.,Markham,ON,Sells,Magic,,https://www.woodforsheep.ca
cheesmo-s-cards-mobile-hobby-shop-mississauga,Cheesmo's Cards Mobile Hobby Shop,Mississauga,ON,Sells,,,https://cheesmoscards.ca
conspiracy-comics-games-anime-mississauga,Conspiracy Comics Games & Anime,Mississauga,ON,Sells,Magic;Pokemon,,https://conspiracycomics.com
duel-city-games-mississauga,Duel City Games,Mississauga,ON,Sells;Sells Wax,Magic;Pokemon,"Sells Wax: ""sealed product"" @ /",http://duelcitygames.com
game-time-collectibles-mississauga,Game Time Collectibles,Mississauga,ON,Sells;Buys,Magic;Pokemon,"Buys: ""buylist"" @ /",http://itsgametime.ca
gotham-central-comics-mississauga,Gotham Central Comics,Mississauga,ON,Sells,Magic;Pokemon,,http://www.gothamcentralcomics.com
image-collections-mississauga,Image Collections,Mississauga,ON,Sells,Basketball;Hockey;Magic;Pokemon,,http://www.imagecollections.ca
kanzen-games-sports-collectibles-mississauga,KanZen Games Sports & Collectibles,Mississauga,ON,Sells;Buys;Trades Singles;Sells Wax,Magic;Pokemon,"Buys: ""sell your"" @ / | Trades Singles: ""trade-in"" @ / | Sells Wax: ""sealed product"" @ /",http://kanzengames.com
legendary-collectables-mississauga,Legendary Collectables,Mississauga,ON,Sells;Grading Services;Sells Wax,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Grading Services: ""grading service"" @ / | Sells Wax: ""hobby box"" @ /",https://legendarycollectables.com
lvlup-games-mississauga,LVLUP GAMES,Mississauga,ON,Sells,Pokemon,,http://www.lvlupgames.ca
mypops-ca-erin-mills-town-centre-mississauga-toys-funko-tcg-mississauga,MyPops.ca Erin Mills Town Centre Mississauga Toys Funko TCG,Mississauga,ON,Sells;Buys;Trades Singles;Sells Wax,Football;Magic;Pokemon,"Buys: ""sell your"" @ / | Trades Singles: ""trade-in"" @ / | Sells Wax: ""blaster"" @ /",http://www.mypops.ca
nak-gaming-online-order-pickup-only-mississauga,Nak Gaming - Online Order Pickup Only,Mississauga,ON,Sells;Sells Wax,Football;Pokemon,"Sells Wax: ""sealed product"" @ /",https://www.nakgaming.com
professional-sports-authenticator-psa-canada-mississauga,Professional Sports Authenticator - PSA Canada,Mississauga,ON,Sells;Grading Services,Baseball;Basketball;Football,"Grading Services: ""grading service"" @ /",https://www.psacard.com
red-riot-games-mississauga,Red Riot Games,Mississauga,ON,Sells;Buys,Magic;Pokemon,"Buys: ""buylist"" @ /",http://redriotgames.ca
slab-sharks-sports-cards-collectibles-consignment-mississauga,Slab Sharks - Sports Cards & Collectibles Consignment,Mississauga,ON,Sells;Buys;Grading Services;Sells Wax,Baseball;Basketball;Football;Hockey;Pokemon,"Buys: ""sell your"" @ / | Grading Services: ""submit your cards"" @ / | Sells Wax: ""sealed product"" @ /sell-your-cards/",https://www.slabsharks.com
the-upper-hand-mississauga,The Upper Hand,Mississauga,ON,Sells,Magic;Pokemon,,https://www.theupperhand.ca
vtrgaming-mississauga,VTRGaming,Mississauga,ON,Sells;Trades Singles;Sells Wax,Basketball;Pokemon,"Sells Wax: ""booster box"" @ / | Trades Singles: ""trade-in"" @ /pages/trade-in-program-details",https://www.vtrgaming.ca
warp-zone-gaming-mississauga,Warp Zone Gaming,Mississauga,ON,Sells;Buys;Sells Wax,Pokemon,"Buys: ""sell to us"" @ / | Sells Wax: ""booster box"" @ https://www.warpzonegaming.ca/store/riftbound-new-release",https://warpzonegaming.ca
x-planet-games-mississauga,X Planet Games,Mississauga,ON,Sells;Trade Nights,Magic,"Trade Nights: ""tournament"" @ /",http://xplanetgames.com
centre-ice-collectibles-niagara-falls,Centre Ice Collectibles,Niagara Falls,ON,Sells;Buys,Hockey,"Buys: ""we buy"" @ /",http://centreicecollectibles.com
aces-cool-collectibles-north-bay,Aces Cool Collectibles,North Bay,ON,Sells;Buys,Baseball;Basketball;Football,"Buys: ""sell your"" @ https://www.ebay.ca/sl/sell",https://www.ebay.ca/str/acescoolcollectibles
top-shelf-co-oakville,Top Shelf Co.,Oakville,ON,Sells;Grading Services;Sells Wax,Magic;Pokemon,"Grading Services: ""grading submission"" @ /collections/ultra-pro-grading-slab-supplies | Sells Wax: ""sealed product"" @ /pages/faqs",https://topshelfco.ca
cards-and-coasters-orillia,Cards and Coasters,Orillia,ON,Sells;Buys;Sells Wax,Magic;Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""sealed product"" @ /",https://cardsandcoasters.com
addictive-hobbies-games-oshawa,Addictive Hobbies & Games,Oshawa,ON,Sells,,,https://addictivehobbies.wixsite.com/website
cardboard-hero-oshawa,Cardboard Hero,Oshawa,ON,Sells;Buys;Grading Services;Sells Wax,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""buylist"" @ / | Grading Services: ""grading submission"" @ / | Sells Wax: ""booster box"" @ /",http://www.cardboardhero.com
comic-alley-toys-oshawa,Comic Alley Toys,Oshawa,ON,Sells;Buys,Football,"Buys: ""sell your"" @ /",https://linktr.ee/comicalleytoys?utm_source=linktree_profile_share&ltsid=f56cfd19-af61-4c35-9f99-4ebb1ad7093f
deck-out-gaming-oshawa,Deck Out Gaming,Oshawa,ON,Sells;Buys;Trades Singles;Grading Services;Sells Wax,Magic;Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""sealed product"" @ / | Trades Singles: ""trade-in"" @ /pages/buylist | Grading Services: ""submit your cards"" @ /pages/buylist",https://deckoutgaming.ca
f-g-bradley-s-oshawa,F.G.Bradley's,Oshawa,ON,Sells,Hockey,,https://www.fgbradleys.com
fly-by-nite-movies-games-and-toys-oshawa,"Fly By Nite Movies, Games, and Toys",Oshawa,ON,Sells,,,https://flybynitecollectibles.square.site
gnu-books-oshawa,GNU Books,Oshawa,ON,Sells,Basketball,,http://www.gnubooks.net
great-hobbies-oshawa,Great Hobbies,Oshawa,ON,Sells,,,http://www.greathobbies.com
hallmark-oshawa,Hallmark,Oshawa,ON,Sells,,,https://stores.hallmark.com/on/oshawa/hallmark-oshawa-on-031267.html
new-rave-tcg-hobbies-oshawa,New Rave TCG & Hobbies,Oshawa,ON,Sells,,,https://newrave.ca
over-the-top-gaming-oshawa,Over The Top Gaming,Oshawa,ON,Sells,Football,,https://overthetopgaming.ca
skyfox-games-oshawa,Skyfox Games,Oshawa,ON,Sells;Buys;Trades Singles;Grading Services;Sells Wax;Trade Nights,Football;Magic;Pokemon,"Buys: ""we buy"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ / | Trades Singles: ""trade-in"" @ /pages/how-to-use-buylist-storepass | Grading Services: ""submit your cards"" @ /pages/read-before-submission",http://www.skyfoxgames.com
the-3d-shoppe-oshawa,The 3D Shoppe,Oshawa,ON,Sells,,,http://the3dshoppe.ca
the-comic-doctor-inc-oshawa,The Comic Doctor Inc,Oshawa,ON,Sells;Grading Services,,"Grading Services: ""psa submission"" @ /",http://www.thecomicdoctor.com
worlds-collide-oshawa,Worlds Collide,Oshawa,ON,Sells,,,http://www.worldscollide.ca
xtreme-r-c-raceways-oshawa,Xtreme R/C & Raceways,Oshawa,ON,Sells,,,https://www.xtremerc.ca
buying-sports-cards-comics-ottawa,Buying Sports Cards & Comics,Ottawa,ON,Sells;Buys;Sells Wax,Baseball;Hockey,"Buys: ""looking to buy"" @ / | Sells Wax: ""sealed product"" @ https://www.cardandcomicbuyer.com/copy-of-memorabilia",http://cardandcomicbuyer.com
carsncards-com-ottawa,carsncards.com,Ottawa,ON,Sells;Sells Wax,Baseball;Basketball;Football;Pokemon,"Sells Wax: ""sealed product"" @ /",https://carsncards.com
dxhers-ottawa,Dxhers,Ottawa,ON,Sells;Buys,Football;Pokemon,"Buys: ""sell to us"" @ /",https://www.dxhers.ca
empire-trading-tcg-ottawa,Empire Trading TCG,Ottawa,ON,Sells;Buys;Sells Wax;Trade Nights,Magic;Pokemon,"Buys: ""sell your"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /",https://www.empiretradings.com
entertainment-ink-ottawa,Entertainment Ink!,Ottawa,ON,Sells,Football;Hockey,,https://entertainmentink.ca
game-breakers-sports-cards-ottawa,Game Breakers Sports Cards,Ottawa,ON,Sells;Sells Wax,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Sells Wax: ""hobby box"" @ /",http://gamebreakers.ca
hobbiesville-ottawa,Hobbiesville,Ottawa,ON,Sells;Buys;Sells Wax;Breaks,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""sell your"" @ / | Sells Wax: ""booster box"" @ / | Breaks: ""live break"" @ /",https://hobbiesville.com
hobbiesville-ottawa-ottawa,Hobbiesville Ottawa,Ottawa,ON,Sells;Buys;Sells Wax;Breaks,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""sell your"" @ / | Sells Wax: ""booster box"" @ / | Breaks: ""live break"" @ /",https://hobbiesville.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb
minty-fresh-collectibles-ottawa,Minty Fresh Collectibles,Ottawa,ON,Sells,Baseball;Basketball;Football;Hockey;Magic;Pokemon,,https://mintyfreshcollectible.ca
nabema-collectibles-ottawa,Nabema Collectibles,Ottawa,ON,Sells;Buys;Sells Wax;Trade Nights,Basketball;Magic;Pokemon,"Buys: ""we buy"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /",http://www.nabemacollectibles.com
out-of-the-box-ottawa,Out of the Box,Ottawa,ON,Sells;Grading Services;Sells Wax;Breaks,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Grading Services: ""grading service"" @ / | Sells Wax: ""hobby box"" @ / | Breaks: ""group break"" @ /",https://www.outoftheboxcards.com
red-dragon-comics-cards-games-ottawa,"Red Dragon Comics, Cards, Games",Ottawa,ON,Sells;Buys;Sells Wax;Trade Nights,Football;Hockey;Magic;Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /",http://www.red-dragon.ca
shikdar-trading-inc-ottawa,Shikdar Trading Inc.,Ottawa,ON,Sells;Sells Wax,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Sells Wax: ""hobby box"" @ /",http://www.shikdartrading.com
soul-tcg-ottawa,Soul TCG,Ottawa,ON,Sells;Buys;Sells Wax;Breaks,Basketball;Football;Magic;Pokemon,"Buys: ""we purchase"" @ / | Sells Wax: ""sealed product"" @ / | Breaks: ""live break"" @ /",https://www.soultcg.com
studio-staja-ottawa,Studio Staja,Ottawa,ON,Sells;Sells Wax,,"Sells Wax: ""sealed product"" @ /",https://staja.ca
the-comic-book-shoppe-ottawa,The Comic Book Shoppe,Ottawa,ON,Sells;Buys;Sells Wax,Magic,"Sells Wax: ""booster box"" @ / | Buys: ""buying collections"" @ /pages/faqs",http://thecomicbookshoppe.com
the-hobby-centre-ottawa,The Hobby Centre,Ottawa,ON,Sells;Buys,Pokemon,"Buys: ""sell to us"" @ /",http://www.hobcen.com
toys-on-fire-ottawa,Toys on Fire,Ottawa,ON,Sells,Baseball;Basketball;Football;Hockey;Magic;Pokemon,,http://www.toysonfire.ca
trinity-hobby-ottawa,Trinity Hobby,Ottawa,ON,Sells;Buys,Magic;Pokemon,"Buys: ""buylist"" @ /",https://trinityhobby.com
vulcan-collectibles-ottawa,Vulcan Collectibles,Ottawa,ON,Sells;Buys;Grading Services;Sells Wax,Football;Magic;Pokemon,"Buys: ""sell to us"" @ / | Grading Services: ""submit your cards"" @ / | Sells Wax: ""sealed product"" @ /",https://vulcancollectibles.com
flaring-lair-richmond-hill,Flaring Lair,Richmond Hill,ON,Sells;Buys;Grading Services;Sells Wax,Magic;Pokemon,"Grading Services: ""submit your cards"" @ / | Sells Wax: ""sealed product"" @ / | Buys: ""sell your"" @ /pages/buyback",https://flaringlair.com
hallmark-cards-gifts-sault-ste-marie,Hallmark Cards & Gifts,Sault Ste. Marie,ON,Sells,,,https://stores.hallmark.com/on/saultstemarie/hallmark-cards-gifts-saultstemarie-on-031818.html
hilltribe-ontario-sault-ste-marie,Hilltribe Ontario,Sault Ste. Marie,ON,Sells,,,http://www.hilltribeontario.com/?utm_source=gbp
kanto-kreations-sault-ste-marie,Kanto Kreations,Sault Ste. Marie,ON,Sells;Buys;Grading Services,Football;Pokemon,"Buys: ""buylist"" @ / | Grading Services: ""submit your cards"" @ /pages/buylist",https://kantokreations.ca
mark-s-autographs-and-collectables-sault-ste-marie,Mark's Autographs and Collectables,Sault Ste. Marie,ON,Sells,,,http://stores.ebay.com/marksautographsandcollectables
the-rad-zone-sault-ste-marie,The Rad Zone,Sault Ste. Marie,ON,Sells,,,http://www.theradzone.com
the-trading-post-sault-ste-marie,The Trading Post,Sault Ste. Marie,ON,Sells,,,http://trading-post.ca
high-score-gamez-st-catharines,High Score Gamez,St. Catharines,ON,Sells,,,https://highscoregamez.crystalcommerce.com
fan-of-the-sport-st-thomas,Fan of the Sport,St Thomas,ON,Sells;Buys,Baseball;Basketball;Football;Magic;Pokemon,"Buys: ""buylist"" @ /",https://fanofthesport.com
boreal-gaming-cards-thorold,Boreal Gaming & Cards,Thorold,ON,Sells;Buys;Sells Wax;Trade Nights,Magic;Pokemon,"Sells Wax: ""booster box"" @ / | Trade Nights: ""game night"" @ / | Buys: ""sell to us"" @ /pages/sell-your-magic-the-gathering-cards",https://borealgaming.com
401-games-toronto,401 Games,Toronto,ON,Sells;Buys;Grading Services;Sells Wax,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""we buy"" @ / | Grading Services: ""psa submission"" @ / | Sells Wax: ""sealed product"" @ /",https://store.401games.ca
a-c-games-toronto,A & C Games,Toronto,ON,Sells;Trades Singles;Grading Services;Sells Wax,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Trades Singles: ""trade-in"" @ / | Grading Services: ""grading service"" @ / | Sells Wax: ""hobby box"" @ /",http://www.acgamesonline.com
aj-sports-autographed-memorabilia-toronto,AJ Sports / Autographed Memorabilia,Toronto,ON,Sells;Buys,Baseball;Basketball;Football;Hockey,"Buys: ""sell your"" @ /",https://www.ajsports.ca
anime-alley-toronto,Anime Alley,Toronto,ON,Sells;Buys;Sells Wax;Trade Nights,Football;Magic;Pokemon,"Buys: ""we buy"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /",https://animealley.ca
anime-otaku-hobby-toronto,Anime Otaku Hobby,Toronto,ON,Sells,Magic;Pokemon,,https://animeotakuhobby.com
banana-games-hobby-toronto,Banana Games & Hobby,Toronto,ON,Sells;Buys;Sells Wax,Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""booster box"" @ /",https://www.bananagames.ca
beardycards-toronto,BeardyCards,Toronto,ON,Sells;Buys;Sells Wax,Football;Magic;Pokemon,"Buys: ""buying collections"" @ / | Sells Wax: ""booster box"" @ /",https://beardycards.com
black-rose-hobbies-toronto,Black Rose Hobbies,Toronto,ON,Sells;Sells Wax,Magic;Pokemon,"Sells Wax: ""sealed product"" @ /",https://www.blackrosehobbies.com
cangeek-games-and-collectibles-toronto,CanGeek Games and Collectibles,Toronto,ON,Sells,,,http://www.cangeek.com
cardify-hobby-cards-collectibles-sports-tcgs-toronto,Cardify Hobby Cards & Collectibles Sports/TCGs,Toronto,ON,Sells;Sells Wax;Trade Nights,Baseball;Basketball;Football;Hockey;Pokemon,"Sells Wax: ""hobby box"" @ / | Trade Nights: ""trade night"" @ /pages/about-us",http://cardifyhobby.com
chonky-collectibles-toronto,Chonky Collectibles,Toronto,ON,Sells;Buys;Sells Wax;Trade Nights,Magic;Pokemon,"Buys: ""we buy"" @ / | Sells Wax: ""booster box"" @ / | Trade Nights: ""trade night"" @ /",https://chonkycollectibles.com
cyber-city-comix-toronto,Cyber City Comix,Toronto,ON,Sells,,,http://cybercitycomix.com
dbsport-collectibles-toronto,Dbsport Collectibles,Toronto,ON,Sells,,,http://www.dbsport.ca
djk-entertainment-toronto,DJK Entertainment,Toronto,ON,Sells,Football;Pokemon,,https://djkentertainment.com
dolly-s-sports-cards-toronto,Dolly’s Sports Cards,Toronto,ON,Sells;Buys;Breaks,Football,"Buys: ""sell your"" @ / | Breaks: ""group break"" @ /",http://linktr.ee/dollysdowntown
dolly-s-toys-games-toronto-toronto,Dolly's Toys & Games Toronto,Toronto,ON,Sells;Buys;Grading Services;Sells Wax;Trade Nights,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""sell to us"" @ / | Grading Services: ""grading submission"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""game night"" @ /",http://www.dollys.ca
duck-duck-games-collectibles-toronto,Duck Duck Games & Collectibles,Toronto,ON,Sells;Sells Wax,Magic;Pokemon,"Sells Wax: ""booster box"" @ /",http://duckduckgnc.com
emmett-s-toystop-hobby-shop-toronto,Emmett's ToyStop & Hobby Shop,Toronto,ON,Sells;Buys;Sells Wax,Baseball;Basketball;Hockey;Pokemon,"Buys: ""sell your"" @ / | Sells Wax: ""booster box"" @ /",https://www.emmettstoystop.com
esper-cards-games-toronto,Esper Cards & Games,Toronto,ON,Sells;Sells Wax;Trade Nights,Magic;Pokemon,"Sells Wax: ""sealed product"" @ / | Trade Nights: ""game night"" @ /",https://espercardsandgames.com
face-to-face-games-toronto,Face to Face Games,Toronto,ON,Sells;Buys;Sells Wax;Trade Nights,Magic;Pokemon,"Buys: ""we buy"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /pages/grading-guide",http://facetofacegames.com
game-shack-toronto,Game Shack,Toronto,ON,Sells;Sells Wax;Trade Nights,Football;Magic;Pokemon,"Sells Wax: ""booster box"" @ / | Trade Nights: ""game night"" @ /",http://gameshack.ca
go-for-game-toronto,Go For Game,Toronto,ON,Sells;Sells Wax;Trade Nights,Magic;Pokemon,"Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /collections/graded-yugioh",https://goforgame.ca
gp-sports-cards-toronto,GP Sports Cards,Toronto,ON,Sells;Buys,,"Buys: ""sell your"" @ /",https://gpsportcards.com/pages/contact-us
hairy-tarantula-toronto,Hairy Tarantula,Toronto,ON,Sells;Buys;Sells Wax,Magic;Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""sealed product"" @ /",https://www.hairyt.com
hobbiesville-toronto-toronto,Hobbiesville Toronto,Toronto,ON,Sells;Buys;Sells Wax;Breaks,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""sell your"" @ / | Sells Wax: ""booster box"" @ / | Breaks: ""live break"" @ /",https://www.hobbiesville.com
hobby-stop-tcg-collectibles-toronto,Hobby Stop TCG & Collectibles,Toronto,ON,Sells;Sells Wax,Pokemon,"Sells Wax: ""sealed product"" @ /",http://hobbystoptcg.com
hope-club-collectibles-sports-cards-and-trading-card-games-toronto,Hope Club Collectibles - Sports Cards and Trading Card Games,Toronto,ON,Sells;Sells Wax;Trade Nights,Magic;Pokemon,"Sells Wax: ""hobby box"" @ / | Trade Nights: ""tournament"" @ /",http://hopeclubshop.ca
illusionary-toronto,Illusionary,Toronto,ON,Sells,,,http://www.illusionarycollectibles.com
meeplemart-toronto,Meeplemart,Toronto,ON,Sells,Pokemon,,http://www.meeplemart.com
relikks-cards-collectibles-toronto,Relikks Cards & Collectibles,Toronto,ON,Sells;Grading Services;Sells Wax;Breaks,Baseball;Basketball;Football;Hockey;Pokemon,"Grading Services: ""submit your cards"" @ / | Sells Wax: ""hobby box"" @ / | Breaks: ""group break"" @ /",http://www.relikks.com
royalty-cards-and-collectibles-toronto,Royalty Cards and Collectibles,Toronto,ON,Sells;Buys;Sells Wax,Basketball;Football;Pokemon,"Buys: ""sell to us"" @ / | Sells Wax: ""booster box"" @ /",https://www.royaltycardsandcollectibles.com
sunny-hobbies-toronto,Sunny Hobbies,Toronto,ON,Sells;Buys;Grading Services;Sells Wax;Trade Nights,Pokemon,"Buys: ""we buy"" @ / | Grading Services: ""grading service"" @ / | Sells Wax: ""booster box"" @ / | Trade Nights: ""tournament"" @ /",https://www.sunnyhobbies.com
the-sword-board-toronto,The Sword & Board,Toronto,ON,Sells;Buys;Trades Singles;Sells Wax;Trade Nights,Magic;Pokemon,"Buys: ""we buy"" @ / | Trades Singles: ""trades welcome"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /pages/about",http://www.theswordandboardtoronto.com
xplore-games-toronto,Xplore Games,Toronto,ON,Sells,,,http://xploregames.ca
401-games-vaughan-vaughan,401 Games Vaughan,Vaughan,ON,Sells;Buys;Grading Services;Sells Wax,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""we buy"" @ / | Grading Services: ""psa submission"" @ / | Sells Wax: ""sealed product"" @ /",https://store.401games.ca
argama-hobby-vaughan,Argama Hobby,Vaughan,ON,Sells,Basketball;Pokemon,,http://www.argamahobby.com
cardboard-classics-vaughan,Cardboard Classics,Vaughan,ON,Sells;Buys;Trades Singles;Sells Wax,Pokemon,"Sells Wax: ""booster box"" @ / | Buys: ""we buy"" @ /pages/sell-us-your-cards | Trades Singles: ""trade-in"" @ /pages/sell-us-your-cards",http://www.cardboardclassics.ca
certified-sports-memorabilia-vaughan,Certified Sports Memorabilia,Vaughan,ON,Sells,Baseball;Hockey,,http://certifiedsportsmemorabilia.com
dd-sports-vaughan-vaughan,DD Sports Vaughan,Vaughan,ON,Sells;Sells Wax,Baseball;Basketball;Hockey;Pokemon,"Sells Wax: ""hobby box"" @ /",https://ddsports.ca
korekuta-games-vaughan,Korekuta Games,Vaughan,ON,Sells;Breaks,Pokemon,"Breaks: ""whatnot"" @ /",http://korekutagames.net
legends-warehouse-vaughan,Legends Warehouse,Vaughan,ON,Sells;Sells Wax;Trade Nights,Magic;Pokemon,"Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /pages/about-us-1",https://legendswarehouse.ca
level-up-games-canada-vaughan,Level Up Games Canada,Vaughan,ON,Sells;Buys;Sells Wax,Magic;Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""sealed product"" @ /",http://www.levelupgames.ca
nd-sports-cards-ltd-psa-authorized-platinum-dealer-vaughan,ND Sports Cards LTD - PSA AUTHORIZED PLATINUM DEALER,Vaughan,ON,Sells;Grading Services,Pokemon,"Grading Services: ""psa submission"" @ https://ndsportscards.ca/pages/psasubmission-info?_ab=0&key=1735831503384",http://ndsportscards.ca
new-realm-games-vaughan,New Realm Games,Vaughan,ON,Sells;Buys;Sells Wax;Trade Nights,Baseball;Magic;Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""tournament"" @ /",https://newrealmgames.com
northern-war-table-vaughan,Northern War Table,Vaughan,ON,Sells;Buys;Trade Nights,Magic;Pokemon,"Buys: ""buylist"" @ / | Trade Nights: ""game night"" @ /",https://northernwartable.com
retro-boyz-collectibles-vaughan,Retro Boyz Collectibles,Vaughan,ON,Sells,,,https://www.longlivethehunt.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=724417122958267698
toybox-trading-co-vaughan,Toybox Trading Co.,Vaughan,ON,Sells,,,http://toyboxtradingco.square.site
wandering-adventures-vaughan,Wandering Adventures,Vaughan,ON,Sells;Sells Wax;Trade Nights,Pokemon,"Sells Wax: ""booster box"" @ / | Trade Nights: ""tournament"" @ /",http://www.wanderingadventures.ca
wax-box-club-vaughan,Wax Box Club,Vaughan,ON,Sells,Basketball,,http://waxboxclub.com
dolly-s-cards-collectibles-waterloo-waterloo,Dolly's Cards & Collectibles Waterloo,Waterloo,ON,Sells;Buys;Grading Services;Sells Wax;Trade Nights,Baseball;Basketball;Football;Hockey;Magic;Pokemon,"Buys: ""sell to us"" @ / | Grading Services: ""grading submission"" @ / | Sells Wax: ""sealed product"" @ / | Trade Nights: ""game night"" @ /",https://www.dollys.ca
brimstone-games-windsor,Brimstone Games,Windsor,ON,Sells;Buys;Trades Singles;Grading Services;Sells Wax;Trade Nights,Hockey;Magic;Pokemon,"Buys: ""buylist"" @ / | Trades Singles: ""trade-in"" @ / | Grading Services: ""submit your cards"" @ / | Sells Wax: ""hobby box"" @ / | Trade Nights: ""tournament"" @ /pages/about-brimstone",http://brimstonegames.ca
cartoon-kingdom-windsor,Cartoon Kingdom,Windsor,ON,Sells,,,http://www.cartoonkingdom.ca
cedar-creek-hobbies-windsor,Cedar Creek Hobbies,Windsor,ON,Sells,,,http://www.cedarcreekhobbies.com
digital-oasis-windsor,Digital Oasis,Windsor,ON,Sells,,,http://www.digitaloasis.ca
gamecycle-windsor,GameCycle,Windsor,ON,Sells;Trades Singles,Football;Pokemon,"Trades Singles: ""trade-in"" @ /",https://vixeoo.com
helou-s-sports-cards-and-collectibles-windsor,Helou's Sports Cards and Collectibles,Windsor,ON,Sells;Sells Wax,Baseball;Basketball;Football;Hockey;Pokemon,"Sells Wax: ""hobby box"" @ /",https://heloushobby.ca
kunaigames-windsor,KunaiGames,Windsor,ON,Sells;Buys;Trade Nights,Magic;Pokemon,"Buys: ""we buy"" @ / | Trade Nights: ""friday night magic"" @ /",https://kunaigames.com
local-comic-shop-windsor,Local Comic Shop,Windsor,ON,Sells,,,https://localcomicshop.net
putali-chowk-board-games-bar-windsor,Putali Chowk Board Games & Bar,Windsor,ON,Sells;Trade Nights,,"Trade Nights: ""game night"" @ /",http://www.putalichowk.com
rogues-gallery-comics-windsor,Rogues Gallery Comics,Windsor,ON,Sells,,,http://rgcomics.com
rose-city-sports-n-collectables-windsor,Rose City Sports N Collectables,Windsor,ON,Sells;Buys;Breaks,Football;Pokemon,"Buys: ""sell your"" @ / | Breaks: ""live break"" @ /",https://linktr.ee/rosecitysports
soar-hobby-more-windsor,SOAR Hobby & More,Windsor,ON,Sells,Football;Hockey,,http://www.soarhobby.com
tabletop-renaissance-games-hobbies-windsor,Tabletop Renaissance Games & Hobbies,Windsor,ON,Sells,Football;Pokemon,,http://tabletoprenaissance.ca
the-cg-realm-windsor,The CG Realm,Windsor,ON,Sells;Buys;Sells Wax,Magic;Pokemon,"Buys: ""buylist"" @ / | Sells Wax: ""booster box"" @ /",http://www.thecgrealm.com
