Top queries,Clicks,Impressions,CTR,Position
where to get pokemon cards near me,0.0,2.0,0.0,6.5
buy pokemon cards near me,0.0,2.0,0.0,7.0
card collecting stores near me,0.0,2.0,0.0,7.0
football card stores,0.0,2.0,0.0,7.0
hobby spot leduc,0.0,2.0,0.0,7.0
holmstead cards,0.0,2.0,0.0,7.0
hope club,0.0,2.0,0.0,7.0
m4 sports,0.0,2.0,0.0,7.0
ootb cards,0.0,2.0,0.0,7.0
"playdexk 180 enterprise blvd. 2f, k202",0.0,2.0,0.0,7.0
players choice sports,0.0,2.0,0.0,7.0
pokemon cards sell near me,0.0,2.0,0.0,7.0
premier sports cards banff,0.0,2.0,0.0,7.0
selling sports cards near me,0.0,2.0,0.0,7.0
sports cards expo,0.0,2.0,0.0,7.0
waynes card shop edmonton,0.0,2.0,0.0,7.0
legendary collectibles mississauga,0.0,2.0,0.0,7.5
nfl cards near me,0.0,2.0,0.0,7.5
untouchables by ad cards hq milton reviews,0.0,2.0,0.0,7.5
wayne card shop,0.0,2.0,0.0,7.5
west sports,0.0,2.0,0.0,7.5
where to sell sports cards near me,0.0,2.0,0.0,7.5
ygk game over,0.0,2.0,0.0,7.5
capital city cards,0.0,2.0,0.0,8.0
card cycle london ontario,0.0,2.0,0.0,8.0
dads day off,0.0,2.0,0.0,8.0
eastridge sports,0.0,2.0,0.0,8.0
hockey card shop near me,0.0,2.0,0.0,8.0
holmestead sports cards & collectibles,0.0,2.0,0.0,8.0
pokemon stores near me,0.0,2.0,0.0,8.0
rookies upper james,0.0,2.0,0.0,8.0
skafs lets play,0.0,2.0,0.0,8.0
sports cards sault ste marie,0.0,2.0,0.0,8.0
strickly singles,0.0,2.0,0.0,8.0
the merchant shop,0.0,2.0,0.0,8.0
top shelf cards,0.0,2.0,0.0,8.0
totalsportscards,0.0,2.0,0.0,8.0
where to buy sports cards near me,0.0,2.0,0.0,8.0
where to sell sports memorabilia near me,0.0,2.0,0.0,8.0
banff card shop,0.0,2.0,0.0,8.5
card store near,0.0,2.0,0.0,8.5
collectors books & cards,0.0,2.0,0.0,8.5
heavyjs card house inc. photos,0.0,2.0,0.0,8.5
la carte cache,0.0,2.0,0.0,8.5
mbcartes,0.0,2.0,0.0,8.5
ppag granby heure ouverture,0.0,2.0,0.0,8.5
psa drop off locations,0.0,2.0,0.0,8.5
sell hockey cards edmonton,0.0,2.0,0.0,8.5
skaf express thunder bay,0.0,2.0,0.0,8.5
springer hobbies reviews,0.0,2.0,0.0,8.5
taps cards edmonton,0.0,2.0,0.0,8.5
top deck hero boucherville,0.0,2.0,0.0,8.5
where to buy pokemon cards near me,0.0,2.0,0.0,8.5
baseball card buyers in my area,0.0,2.0,0.0,9.0
basketball card near me,0.0,2.0,0.0,9.0
deck out gaming reviews,0.0,2.0,0.0,9.0
entertainment centre nl,0.0,2.0,0.0,9.0
flaring lair,0.0,2.0,0.0,9.0
forest city coins & stamps reviews,0.0,2.0,0.0,9.0
fort card shop,0.0,2.0,0.0,9.0
georges 2 sherwood park,0.0,2.0,0.0,9.0
let's play games thunder bay,0.0,2.0,0.0,9.0
mintink vaughan,0.0,2.0,0.0,9.0
nutman cards,0.0,2.0,0.0,9.0
rockets chatham,0.0,2.0,0.0,9.0
rookies sports cards and collectibles,0.0,2.0,0.0,9.0
skys the limit yorkton,0.0,2.0,0.0,9.0
st thomas card shop,0.0,2.0,0.0,9.0
universal collectibles vaudreuil,0.0,2.0,0.0,9.0
wally's pro sports cards,0.0,2.0,0.0,9.0
warhammer white oaks,0.0,2.0,0.0,9.0
5560 explorer drive - unit 101,0.0,2.0,0.0,9.5
breakers choice,0.0,2.0,0.0,9.5
buy and sell sports memorabilia near me,0.0,2.0,0.0,9.5
card shop mear me,0.0,2.0,0.0,9.5
games galore medicine hat,0.0,2.0,0.0,9.5
great canadian cards,0.0,2.0,0.0,9.5
heavy js sarnia hours,0.0,2.0,0.0,9.5
heroes n legends,0.0,2.0,0.0,9.5
penticton sports cards,0.0,2.0,0.0,9.5
pokemon dealers near me,0.0,2.0,0.0,9.5
psa mississauga hours,0.0,2.0,0.0,9.5
relikks cards & collectibles,0.0,2.0,0.0,9.5
sports card shows near me,0.0,2.0,0.0,9.5
tw sports cards,0.0,2.0,0.0,9.5
achetons vendons rdl,0.0,2.0,0.0,10.0
all in brossard,0.0,2.0,0.0,10.0
arkane angel cold lake,0.0,2.0,0.0,10.0
card and memorabilia shops near me,0.0,2.0,0.0,10.0
card shop nearby,0.0,2.0,0.0,10.0
cardboard slingers,0.0,2.0,0.0,10.0
collect em all cards,0.0,2.0,0.0,10.0
collectionick,0.0,2.0,0.0,10.0
colossal cards courtenay,0.0,2.0,0.0,10.0
d&c collectibles,0.0,2.0,0.0,10.0
games nook 2,0.0,2.0,0.0,10.0
georges 2,0.0,2.0,0.0,10.0
heavy js sarnia,0.0,2.0,0.0,10.0
paris card store,0.0,2.0,0.0,10.0
penticton sports cards & collectables,0.0,2.0,0.0,10.0
products offered by wonderland games,0.0,2.0,0.0,10.0
rad cards and collectibles,0.0,2.0,0.0,10.0
relikks,0.0,2.0,0.0,10.0
savage card shop,0.0,2.0,0.0,10.0
sports card shops winnipeg,0.0,2.0,0.0,10.0
sports trading cards near me,0.0,2.0,0.0,10.0
springers hobbies,0.0,2.0,0.0,10.0
woodstock card store,0.0,2.0,0.0,10.0
1835 main st,0.0,2.0,0.0,10.5
carte cache,0.0,2.0,0.0,10.5
closest card shop near me,0.0,2.0,0.0,10.5
fan of the sport st thomas,0.0,2.0,0.0,10.5
fort board games,0.0,2.0,0.0,10.5
helous sports cards,0.0,2.0,0.0,10.5
korekuta games reviews,0.0,2.0,0.0,10.5
level up games canada reviews,0.0,2.0,0.0,10.5
lindsay trading card store,0.0,2.0,0.0,10.5
players cards london ontario,0.0,2.0,0.0,10.5
ppag hockey,0.0,2.0,0.0,10.5
psa drop off toronto,0.0,2.0,0.0,10.5
sports cards sherwood park,0.0,2.0,0.0,10.5
spruce grove card shop,0.0,2.0,0.0,10.5
wonderland games photos,0.0,2.0,0.0,10.5
a and j hobbies,0.0,2.0,0.0,11.0
card shop lloydminster,0.0,2.0,0.0,11.0
card shops chilliwack,0.0,2.0,0.0,11.0
card shops that buy cards near me,0.0,2.0,0.0,11.0
card store woodstock,0.0,2.0,0.0,11.0
collect this inc,0.0,2.0,0.0,11.0
collectors avenue reviews,0.0,2.0,0.0,11.0
cornwall card shop,0.0,2.0,0.0,11.0
dolly's toys & games toronto reviews,0.0,2.0,0.0,11.0
hobby store leduc,0.0,2.0,0.0,11.0
m4 cards hamilton,0.0,2.0,0.0,11.0
orillia card shop,0.0,2.0,0.0,11.0
sports card shop.near me,0.0,2.0,0.0,11.0
sports card stores hamilton,0.0,2.0,0.0,11.0
sports cards lloydminster,0.0,2.0,0.0,11.0
treasures and more carleton place,0.0,2.0,0.0,11.0
vintage games 'n junque reviews,0.0,2.0,0.0,11.0
"5560 explorer drive - unit 101 mississauga, ontario l4w 5m3",0.0,2.0,0.0,11.5
aldergrove card shop,0.0,2.0,0.0,11.5
baseball card shop near me,0.0,2.0,0.0,11.5
card shop ajax,0.0,2.0,0.0,11.5
cardboard heroes fredericton,0.0,2.0,0.0,11.5
foyer du vidéo,0.0,2.0,0.0,11.5
froggers house of cards,0.0,2.0,0.0,11.5
imaginaire pointe claire,0.0,2.0,0.0,11.5
magasin de carte joliette,0.0,2.0,0.0,11.5
magasin la coupe stanley,0.0,2.0,0.0,11.5
pirate cove lethbridge,0.0,2.0,0.0,11.5
professional sports authenticator,0.0,2.0,0.0,11.5
the card man,0.0,2.0,0.0,11.5
addictive hobbies and games reviews,0.0,2.0,0.0,12.0
babs gaming and sports cards inc,0.0,2.0,0.0,12.0
books galore hours,0.0,2.0,0.0,12.0
sports world regina,0.0,2.0,0.0,12.0
village des heros chateauguay,0.0,2.0,0.0,12.0
check swing brossard,0.0,2.0,0.0,12.5
strange ideas,0.0,2.0,0.0,12.5
treasure n more,0.0,2.0,0.0,12.5
barrie pokemon cards,0.0,2.0,0.0,13.0
pirates cove,0.0,2.0,0.0,13.0
pokemon cards st johns,0.0,2.0,0.0,13.0
sports card stores calgary,0.0,2.0,0.0,13.0
leduc hobby spot,0.0,2.0,0.0,13.5
hobby o max,0.0,2.0,0.0,14.0
pirates cove collectibles lethbridge,0.0,2.0,0.0,15.5
hobby shop sudbury,0.0,2.0,0.0,17.5
hockey card stores calgary,0.0,2.0,0.0,18.0
9 ossington ave toronto,0.0,2.0,0.0,18.5
imaginaire pointe-claire,0.0,2.0,0.0,18.5
sgc grading canada,0.0,2.0,0.0,18.5
eastridge hobbies,0.0,2.0,0.0,19.0
battle river sports excellence,0.0,2.0,0.0,19.5
trading cards near me,0.0,2.0,0.0,20.5
trinity hobby,0.0,2.0,0.0,21.0
cartes de sport check swing,0.0,2.0,0.0,21.5
game store paris ontario,0.0,2.0,0.0,21.5
nerdvana cards and games,0.0,2.0,0.0,22.0
sgc grading,0.0,2.0,0.0,22.0
top shelf co.,0.0,2.0,0.0,22.5
"""game keeper verdun"" ""h4g 1w5""",0.0,2.0,0.0,23.0
hobbiesville toronto,0.0,2.0,0.0,23.0
wayne's sports cards,0.0,2.0,0.0,23.0
card grading canada,0.0,2.0,0.0,23.5
sports cards london ontario,0.0,2.0,0.0,24.0
f&c house of cards,0.0,2.0,0.0,25.5
battle river sports,0.0,2.0,0.0,27.5
how to get cards graded in canada,0.0,2.0,0.0,29.0
taps edmonton,0.0,2.0,0.0,29.0
card shops whitby,0.0,2.0,0.0,29.5
pastime sports and games langley,0.0,2.0,0.0,30.0
skyfox games,0.0,2.0,0.0,31.0
pokemon cards grande prairie,0.0,2.0,0.0,31.5
rad saskatoon,0.0,2.0,0.0,32.0
psa card grading toronto,0.0,2.0,0.0,33.0
hobbiesville,0.0,2.0,0.0,33.5
hockey card store calgary,0.0,2.0,0.0,33.5
collections montreal,0.0,2.0,0.0,34.5
psa canada pricing,0.0,2.0,0.0,35.0
capital trade show ottawa,0.0,2.0,0.0,37.0
local card shops near me,0.0,2.0,0.0,37.0
backmandy collectibles,0.0,2.0,0.0,37.5
panda hobby mississauga,0.0,2.0,0.0,37.5
card collection store near me,0.0,2.0,0.0,39.5
boutique imaginaire quebec,0.0,2.0,0.0,40.0
skyfoxgames,0.0,2.0,0.0,40.0
sports card shops,0.0,2.0,0.0,41.5
west card,0.0,2.0,0.0,41.5
game stores in windsor,0.0,2.0,0.0,42.5
hobby o max trois rivières,0.0,2.0,0.0,42.5
card stores,0.0,2.0,0.0,43.0
card shop halifax,0.0,2.0,0.0,43.5
wests cards,0.0,2.0,0.0,45.5
card collecting near me,0.0,2.0,0.0,46.5
collectible cards near me,0.0,2.0,0.0,47.0
nd sports,0.0,2.0,0.0,47.5
card shops victoria,0.0,2.0,0.0,49.0
sudbury hobby shop,0.0,2.0,0.0,50.0
card shops edmonton,0.0,2.0,0.0,50.5
hobbiesville location,0.0,2.0,0.0,50.5
sports card show mississauga,0.0,2.0,0.0,51.5
hobbiesville hours,0.0,2.0,0.0,55.5
hobby shop oakville,0.0,2.0,0.0,55.5
infinity cards and collectibles,0.0,2.0,0.0,55.5
taps hours,0.0,2.0,0.0,62.0
sports card shops edmonton,0.0,2.0,0.0,62.5
trading card shop open today,0.0,2.0,0.0,64.5
comic store oshawa,0.0,2.0,0.0,66.0
ottawa card stores,0.0,2.0,0.0,75.0
oshawa comic book store,0.0,2.0,0.0,75.5
pokemon cards mississauga,0.0,2.0,0.0,76.0
sports cards ottawa,0.0,2.0,0.0,76.0
ottawa card shows,0.0,2.0,0.0,80.5
sports cards mississauga,0.0,2.0,0.0,85.5
sports card connection,0.0,2.0,0.0,86.5
sports cards red deer,0.0,2.0,0.0,89.0
pokemon cards oshawa,0.0,2.0,0.0,90.0
august 9,0.0,1.0,0.0,1.0
card shops in mississauga,0.0,1.0,0.0,1.0
card shops london ontario,0.0,1.0,0.0,1.0
card show this weekend,0.0,1.0,0.0,1.0
card show toronto,0.0,1.0,0.0,1.0
card stores mississauga,0.0,1.0,0.0,1.0
hockey cards,0.0,1.0,0.0,1.0
local card shops,0.0,1.0,0.0,1.0
magasin sport iles de la madeleine,0.0,1.0,0.0,1.0
ottawa pokemon cards,0.0,1.0,0.0,1.0
pokemon card shop mississauga,0.0,1.0,0.0,1.0
pokemon card shop ottawa,0.0,1.0,0.0,1.0
pokemon cards,0.0,1.0,0.0,1.0
pokemon cards cleveland,0.0,1.0,0.0,1.0
pokemon cards new me,0.0,1.0,0.0,1.0
pokemon cards ottawa,0.0,1.0,0.0,1.0
sport card collectors near me,0.0,1.0,0.0,1.0
sports cards halifax,0.0,1.0,0.0,1.0
sports cards windsor,0.0,1.0,0.0,1.0
sports shop near me,0.0,1.0,0.0,1.0
stakk,0.0,1.0,0.0,1.0
tcg stores near me,0.0,1.0,0.0,1.0
tcg stores nearby,0.0,1.0,0.0,1.0
trading card near me,0.0,1.0,0.0,1.0
where can i sell my baseball cards locally,0.0,1.0,0.0,1.0
wii remotes near me,0.0,1.0,0.0,1.0
xbox one for sale near me,0.0,1.0,0.0,1.0
zone collection,0.0,1.0,0.0,1.0
horizon diecast phone number,0.0,1.0,0.0,2.0
vancouver card stores,0.0,1.0,0.0,2.0
who buys sports trading cards near me,0.0,1.0,0.0,2.0
heavens near me,0.0,1.0,0.0,3.0
pokemon card shop near me,0.0,1.0,0.0,3.0
soccer card trading near me,0.0,1.0,0.0,3.0
triple play sports cards,0.0,1.0,0.0,3.0
where can i find info,0.0,1.0,0.0,3.0
"310 cremazie ouest, unit b montreal, qc h2p 1c6",0.0,1.0,0.0,4.0
aj sports near me,0.0,1.0,0.0,4.0
bgs grading,0.0,1.0,0.0,4.0
box of cards (sports cards),0.0,1.0,0.0,4.0
cards near ne,0.0,1.0,0.0,4.0
ebineezers,0.0,1.0,0.0,4.0
lakeland sports cards,0.0,1.0,0.0,4.0
ottawa tcg,0.0,1.0,0.0,4.0
pokemon card buyers near me,0.0,1.0,0.0,4.0
pokemon cards sudbury,0.0,1.0,0.0,4.0
sport card near me,0.0,1.0,0.0,4.0
sports authentication near me,0.0,1.0,0.0,4.0
sports card dealers in my area,0.0,1.0,0.0,4.0
the card corner and games,0.0,1.0,0.0,4.0
3350 dufferin street,0.0,1.0,0.0,5.0
a spec cards milton,0.0,1.0,0.0,5.0
breakers choice burlington,0.0,1.0,0.0,5.0
buy and sell sports cards,0.0,1.0,0.0,5.0
card stores bear me,0.0,1.0,0.0,5.0
doe cards,0.0,1.0,0.0,5.0
flip collectables,0.0,1.0,0.0,5.0
heaven collectibles,0.0,1.0,0.0,5.0
hopes club,0.0,1.0,0.0,5.0
la carte cacher,0.0,1.0,0.0,5.0
mordu de la carte joliette,0.0,1.0,0.0,5.0
nfl card shops near me,0.0,1.0,0.0,5.0
nova sports cards lloydminster,0.0,1.0,0.0,5.0
players sports cards,0.0,1.0,0.0,5.0
retro relics sudbury,0.0,1.0,0.0,5.0
sports card plus,0.0,1.0,0.0,5.0
sports world collectibles,0.0,1.0,0.0,5.0
stores that buy sports cards near me,0.0,1.0,0.0,5.0
tcg stores ottawa,0.0,1.0,0.0,5.0
the card goat,0.0,1.0,0.0,5.0
the card goat reviews,0.0,1.0,0.0,5.0
where can i find football cards near me,0.0,1.0,0.0,5.0
where to sell baseball cards near me,0.0,1.0,0.0,5.0
450 sports blainville,0.0,1.0,0.0,6.0
blue moon collectables ladner,0.0,1.0,0.0,6.0
buy sell trade cards near me,0.0,1.0,0.0,6.0
capital trade shows,0.0,1.0,0.0,6.0
card selling places near me,0.0,1.0,0.0,6.0
card show meaning,0.0,1.0,0.0,6.0
cartes near me,0.0,1.0,0.0,6.0
celly cards,0.0,1.0,0.0,6.0
cellysports,0.0,1.0,0.0,6.0
closest place to buy pokemon cards,0.0,1.0,0.0,6.0
collectors lane,0.0,1.0,0.0,6.0
dark crystal cards paris,0.0,1.0,0.0,6.0
db sports collectibles,0.0,1.0,0.0,6.0
dd sports cards,0.0,1.0,0.0,6.0
empire cards ottawa,0.0,1.0,0.0,6.0
empire trading cards,0.0,1.0,0.0,6.0
football trading cards near me,0.0,1.0,0.0,6.0
hopeclub collectibles,0.0,1.0,0.0,6.0
hyper games slave lake,0.0,1.0,0.0,6.0
maple leaf sports cards,0.0,1.0,0.0,6.0
mint bolton,0.0,1.0,0.0,6.0
montreal sports card expo 2026,0.0,1.0,0.0,6.0
nearest card shop near me,0.0,1.0,0.0,6.0
olympic sports cards and games reviews,0.0,1.0,0.0,6.0
pokemon card stores near me,0.0,1.0,0.0,6.0
pokemon cards bathurst,0.0,1.0,0.0,6.0
psa walk in grading locations,0.0,1.0,0.0,6.0
rainbow's end wolfville,0.0,1.0,0.0,6.0
red deer card shop,0.0,1.0,0.0,6.0
sell pokemon cards near me,0.0,1.0,0.0,6.0
sell sports cards for cash near me,0.0,1.0,0.0,6.0
skafsexpress,0.0,1.0,0.0,6.0
sport collect,0.0,1.0,0.0,6.0
sports card dealers,0.0,1.0,0.0,6.0
sports card store near me open now,0.0,1.0,0.0,6.0
sports cards events near me,0.0,1.0,0.0,6.0
sports cards near.me,0.0,1.0,0.0,6.0
sports memorabilia store near me,0.0,1.0,0.0,6.0
the entertainment cube,0.0,1.0,0.0,6.0
where can i buy football cards near me,0.0,1.0,0.0,6.0
where can i sell baseball cards near me,0.0,1.0,0.0,6.0
where to buy basketball cards near me,0.0,1.0,0.0,6.0
who buys sports memorabilia near me,0.0,1.0,0.0,6.0
zone collection st-jean,0.0,1.0,0.0,6.0
all in hobby sports,0.0,1.0,0.0,7.0
aports cards near me,0.0,1.0,0.0,7.0
are there any card shops near me,0.0,1.0,0.0,7.0
card ahop near me,0.0,1.0,0.0,7.0
card shops medicine hat,0.0,1.0,0.0,7.0
cards places near me,0.0,1.0,0.0,7.0
cedar creek hobbies windsor,0.0,1.0,0.0,7.0
cellys sports,0.0,1.0,0.0,7.0
collector's avenue west island,0.0,1.0,0.0,7.0
cracker jack stadium,0.0,1.0,0.0,7.0
dice hollow games and hobbies,0.0,1.0,0.0,7.0
dm sports halifax,0.0,1.0,0.0,7.0
fc house of cards,0.0,1.0,0.0,7.0
football card store near me,0.0,1.0,0.0,7.0
game and card stores near me,0.0,1.0,0.0,7.0
gifted rookies reviews,0.0,1.0,0.0,7.0
henry's hut new glasgow,0.0,1.0,0.0,7.0
hobby stop tcg,0.0,1.0,0.0,7.0
hobbystop,0.0,1.0,0.0,7.0
kadoone markham,0.0,1.0,0.0,7.0
legendary collectables mississauga,0.0,1.0,0.0,7.0
let’s collect cards,0.0,1.0,0.0,7.0
local card shows near me,0.0,1.0,0.0,7.0
m4 store,0.0,1.0,0.0,7.0
merchants,0.0,1.0,0.0,7.0
neko's,0.0,1.0,0.0,7.0
nepal store near me,0.0,1.0,0.0,7.0
nerdvana cards & games,0.0,1.0,0.0,7.0
playing card shops near me,0.0,1.0,0.0,7.0
pokemon card stores bear me,0.0,1.0,0.0,7.0
remi sports cards,0.0,1.0,0.0,7.0
slab sharks - sports cards & collectibles consignment,0.0,1.0,0.0,7.0
sport card store,0.0,1.0,0.0,7.0
sports card expo montréal 2026,0.0,1.0,0.0,7.0
sports cards for sale near me,0.0,1.0,0.0,7.0
sports cards london,0.0,1.0,0.0,7.0
sports memorabilia near me,0.0,1.0,0.0,7.0
sportscard shops near me,0.0,1.0,0.0,7.0
sportscards shops near me,0.0,1.0,0.0,7.0
sportscards stores near me,0.0,1.0,0.0,7.0
sportsworld,0.0,1.0,0.0,7.0
swirl cafe edmonton,0.0,1.0,0.0,7.0
team collectors richmond,0.0,1.0,0.0,7.0
the cardboard casket,0.0,1.0,0.0,7.0
the vault sports cards and collectables reviews,0.0,1.0,0.0,7.0
top shelf card shop,0.0,1.0,0.0,7.0
untouchable milton,0.0,1.0,0.0,7.0
upperhand cards,0.0,1.0,0.0,7.0
waynes card shop,0.0,1.0,0.0,7.0
where to buy baseball cards near me,0.0,1.0,0.0,7.0
where to buy football cards near me,0.0,1.0,0.0,7.0
140 amber st,0.0,1.0,0.0,8.0
5 thompson drive,0.0,1.0,0.0,8.0
baseball store near me,0.0,1.0,0.0,8.0
best card store near me,0.0,1.0,0.0,8.0
best pokemon store near me,0.0,1.0,0.0,8.0
buy and sell sports cards near me,0.0,1.0,0.0,8.0
card dealers,0.0,1.0,0.0,8.0
card rack brookside mall,0.0,1.0,0.0,8.0
card shop in london,0.0,1.0,0.0,8.0
card shop near me open now,0.0,1.0,0.0,8.0
card store ancaster,0.0,1.0,0.0,8.0
card stores guelph,0.0,1.0,0.0,8.0
cards and collectibles,0.0,1.0,0.0,8.0
certified sports memorabilia,0.0,1.0,0.0,8.0
collector card stores near me,0.0,1.0,0.0,8.0
d and m sports cards,0.0,1.0,0.0,8.0
dnm sports,0.0,1.0,0.0,8.0
docs sudbury,0.0,1.0,0.0,8.0
does cards brampton,0.0,1.0,0.0,8.0
dolly's toys and games waterloo,0.0,1.0,0.0,8.0
draw for turn richmond,0.0,1.0,0.0,8.0
entertainment centre st. john's,0.0,1.0,0.0,8.0
galactic trading post,0.0,1.0,0.0,8.0
game knights league,0.0,1.0,0.0,8.0
gator byte yarmouth,0.0,1.0,0.0,8.0
helous,0.0,1.0,0.0,8.0
huntsville sports cards,0.0,1.0,0.0,8.0
hyper games chamber,0.0,1.0,0.0,8.0
kingstoncardden,0.0,1.0,0.0,8.0
legendary card shop,0.0,1.0,0.0,8.0
